Acceleration - Average Points,148th,41.93,
Acceleration - Best Result,220th,5th,x2
Acceleration - Total,156th,670.82,
AutoX - Average Points,280th,43.53,
AutoX - Best Result,304th,8th,x2
AutoX - Total,222nd,696.55,
Business Presentation - Average Points,459th,42.87,
Business Presentation - Best Result,302nd,6th,x1
Business Presentation - Total,249th,685.88,
Cost - Average Points,254th,62.4,
Cost - Best Result,313th,6th,x1
Cost - Total,194th,998.34,
Endurance - Average Points,336th,46.55,
Endurance - Best Result,253rd,6th,x1
Endurance - Total,265th,744.85,
Engineering Design - Average Points,241st,81.03,
Engineering Design - Best Result,295th,8th,x1
Engineering Design - Total,209th,1296.5,
Fuel - Average Points,391st,8.36,
Fuel - Best Result,139th,3rd,x1
Fuel - Total,311th,133.7,
Points - Average Points,266th,347.31,
Points - Total,222nd,5557,
Skidpad - Average Points,212th,20.72,
Skidpad - Best Result,280th,8th,x2
Skidpad - Total,186th,331.49,
