Acceleration - Average Points,132nd,43.78,
Acceleration - Best Result,481st,18th,x1
Acceleration - Total,363rd,218.9,
AutoX - Average Points,184th,56.72,
AutoX - Best Result,415th,13th,x1
AutoX - Total,359th,283.6,
Business Presentation - Average Points,391st,44.94,
Business Presentation - Best Result,646th,25th,x1
Business Presentation - Total,513th,224.7,
Cost - Average Points,190th,65.38,
Cost - Best Result,549th,17th,x1
Cost - Total,465th,326.9,
Endurance - Average Points,331st,47.4,
Endurance - Best Result,336th,9th,x1
Endurance - Total,433rd,237.0,
Engineering Design - Average Points,526th,58.0,
Engineering Design - Best Result,437th,14th,x1
Engineering Design - Total,531st,290.0,
Fuel - Average Points,11th,54.1,
Fuel - Best Result,30th,1st,x1
Fuel - Total,196th,270.5,
Points - Average Points,193rd,395.2,
Points - Total,429th,1976,
Skidpad - Average Points,159th,24.84,
Skidpad - Best Result,414th,15th,x1
Skidpad - Total,349th,124.2,
