Acceleration - Average Points,628th,3.9,
Acceleration - Best Result,564th,26th,x1
Acceleration - Total,596th,35.06,
AutoX - Average Points,703rd,0.83,
AutoX - Best Result,643rd,39th,x1
AutoX - Total,666th,7.5,
Business Presentation - Average Points,816th,22.62,
Business Presentation - Best Result,641st,23rd,x1
Business Presentation - Total,546th,203.56,
Cost - Average Points,792nd,16.5,
Cost - Best Result,671st,26th,x1
Cost - Total,608th,148.49,
Engineering Design - Average Points,767th,35.08,
Engineering Design - Best Result,619th,24th,x1
Engineering Design - Total,529th,315.76,
Points - Average Points,813th,79.11,
Points - Total,602nd,712,
Skidpad - Average Points,657th,0.28,
Skidpad - Best Result,575th,30th,x1
Skidpad - Total,642nd,2.5,
