Acceleration - Average Points,142nd,42.42,
Acceleration - Best Result,114th,2nd,x1
Acceleration - Total,23rd,1739.03,
AutoX - Average Points,58th,83.35,
AutoX - Best Result,129th,2nd,x1
AutoX - Total,18th,3417.22,
Business Presentation - Average Points,56th,59.41,
Business Presentation - Best Result,30th,1st,x2
Business Presentation - Total,13th,2435.93,
Cost - Average Points,65th,72.61,
Cost - Best Result,17th,1st,x3
Cost - Total,12th,2976.96,
Endurance - Average Points,208th,82.64,
Endurance - Best Result,49th,1st,x1
Endurance - Total,49th,3388.35,
Engineering Design - Average Points,30th,114.1,
Engineering Design - Best Result,42nd,1st,x1
Engineering Design - Total,12th,4678.1,
Fuel - Average Points,224th,17.82,
Fuel - Best Result,139th,3rd,x1
Fuel - Total,38th,730.76,
Points - Average Points,88th,504.8,
Points - Total,22nd,20697,
Skidpad - Average Points,47th,35.22,
Skidpad - Best Result,13th,1st,x4
Skidpad - Total,18th,1444.06,
