Acceleration - Average Points,359th,24.92,
Acceleration - Best Result,210th,4th,x1
Acceleration - Total,312th,299.08,
AutoX - Average Points,263rd,46.68,
AutoX - Best Result,150th,2nd,x1
AutoX - Total,249th,560.2,
Business Presentation - Average Points,164th,53.9,
Business Presentation - Best Result,105th,1st,x1
Business Presentation - Total,270th,646.8,
Cost - Average Points,246th,63.13,
Cost - Best Result,171st,2nd,x1
Cost - Total,276th,757.6,
Endurance - Average Points,345th,45.46,
Endurance - Best Result,236th,5th,x1
Endurance - Total,305th,545.5,
Engineering Design - Average Points,276th,77.61,
Engineering Design - Best Result,212th,5th,x1
Engineering Design - Total,300th,931.35,
Fuel - Average Points,230th,17.79,
Fuel - Best Result,200th,4th,x1
Fuel - Total,235th,213.49,
Points - Average Points,260th,352.0,
Points - Total,278th,4224,
Skidpad - Average Points,128th,26.68,
Skidpad - Best Result,80th,1st,x1
Skidpad - Total,194th,320.15,
