Acceleration - Average Points,100th,47.39,
Acceleration - Best Result,123rd,2nd,x1
Acceleration - Total,285th,331.71,
AutoX - Average Points,93rd,72.77,
AutoX - Best Result,155th,3rd,x2
AutoX - Total,256th,509.4,
Business Presentation - Average Points,239th,51.02,
Business Presentation - Best Result,169th,3rd,x2
Business Presentation - Total,397th,357.11,
Cost - Average Points,260th,62.36,
Cost - Best Result,201st,3rd,x1
Cost - Total,398th,436.53,
Endurance - Average Points,203rd,83.71,
Endurance - Best Result,111th,2nd,x1
Endurance - Total,287th,586.0,
Engineering Design - Average Points,428th,65.5,
Engineering Design - Best Result,170th,4th,x1
Engineering Design - Total,437th,458.52,
Fuel - Average Points,330th,11.9,
Fuel - Best Result,161st,4th,x2
Fuel - Total,369th,83.31,
Points - Average Points,166th,419.43,
Points - Total,348th,2936,
Skidpad - Average Points,159th,24.56,
Skidpad - Best Result,148th,3rd,x1
Skidpad - Total,273rd,171.92,
