Acceleration - Average Points,275th,31.35,
Acceleration - Best Result,215th,4th,x1
Acceleration - Total,523rd,62.7,
AutoX - Average Points,350th,34.41,
AutoX - Best Result,246th,5th,x1
AutoX - Total,546th,68.82,
Business Presentation - Average Points,268th,50.22,
Business Presentation - Best Result,572nd,19th,x1
Business Presentation - Total,650th,100.43,
Cost - Average Points,41st,74.85,
Cost - Best Result,368th,7th,x1
Cost - Total,597th,149.71,
Endurance - Average Points,50th,143.18,
Endurance - Best Result,129th,2nd,x1
Endurance - Total,412th,286.37,
Engineering Design - Average Points,100th,100.0,
Engineering Design - Best Result,139th,3rd,x1
Engineering Design - Total,589th,200.0,
Fuel - Average Points,197th,19.65,
Fuel - Best Result,165th,3rd,x1
Fuel - Total,467th,39.3,
Points - Average Points,111th,474.5,
Points - Total,541st,949,
Skidpad - Average Points,214th,20.48,
Skidpad - Best Result,195th,4th,x1
Skidpad - Total,494th,40.97,
