Rank,University,#,Points
86,Hochschule RheinMain,17,27.415294117647054
87,University of Illinois at Urbana-Champaign,4,26.4
88,Hochschule für angewandte Wissenschaften Augsburg,18,25.713333333333335
89,Beijing Institute of Technology,1,25.0
90,University of Southern Denmark,12,24.233333333333334
91,University of Surrey,4,24.025
92,Leibniz Universität Hannover,26,23.705384615384617
93,KU Leuven - Group T Campus,25,23.407200000000003
94,Hochschule Landshut,6,22.276666666666667
95,Alma Mater Studiorum - Università di Bologna,2,22.115
96,University of Patras,12,20.783333333333335
97,Slovak University of Technology in Bratislava,18,17.119444444444444
98,University of the Basque Country,18,16.46611111111111
99,Technische Hochschule Köln,19,15.142105263157895
100,University of Bath,8,14.5
101,Universität Duisburg-Essen,13,13.504615384615384
102,Technische Universität Kaiserslautern,19,13.267894736842104
103,Imperial College London,4,13.1
104,University of Seville,9,12.994444444444445
105,University of Stavanger,8,12.7875
106,Hochschule für Angewandte Wissenschaften Hamburg,2,12.5
107,École Polytechnique Fédérale de Lausanne,8,12.35625
108,University of Wisconsin-Madison,4,11.5
109,Technische Universität Clausthal,9,11.147777777777778
110,Curtin University,1,11.0
111,Universität Paderborn,5,10.0
112,University of Manitoba,4,9.75
113,KTH Royal Institute of Technology,8,9.525
114,San José State University,4,8.75
115,University of Warwick,3,8.666666666666666
116,Hochschule Darmstadt UAS,3,8.333333333333334
117,Università degli Studi di Trento,6,8.333333333333334
118,Yıldız Technical University,3,8.333333333333334
119,Technische Universität Ilmenau,9,7.688888888888889
120,Saarland University,6,7.458333333333333
121,Hochschule Ruhr West - UAS,5,7.0
122,Bern University of Applied Sciences,8,6.625
123,University of Zagreb,4,6.25
124,Jilin University,1,6.0
125,Shizuoka Institute of Science and Technology,6,6.0
126,University of Tasmania,3,5.666666666666667
127,Missouri University of Science and Technology,2,5.5
128,Newcastle University,2,5.5
129,Indian Institute of Technology Bombay,9,5.111111111111111
130,Universidade Estadual de Campinas,2,5.0
131,Hochschule Aalen - Technik und Wirtschaft,15,4.918
132,University of Melbourne,3,4.666666666666667
133,Moscow State Automobile & Road Technical University - MADI,8,4.25
134,Ben-Gurion University of the Negev,6,4.166666666666667
135,Fachhochschule Konstanz,6,4.166666666666667
136,Hochschule für Angewandte Wissenschaften Hof,8,4.125
137,Tohoku University,7,3.857142857142857
138,Western University,3,3.6666666666666665
139,Università degli Studi di Roma La Sapienza,13,3.6153846153846154
140,Hochschule Mannheim,7,3.5714285714285716
141,Technische Universität Braunschweig,16,3.44
142,Fachhochschule für Wirtschaft und Technik,17,3.235294117647059
143,École de Technologie Superieure,1,3.0
144,Indian Institute of Technology Delhi,5,2.8
145,Kennesaw State University,2,2.5
146,Escola d'Enginyeria de Barcelona Est. EEBE,11,2.272727272727273
147,Indian Institute of Technology Roorkee,1,2.0
148,University of Agder,1,2.0
149,Universität Bremen,8,2.0
150,Virginia Polytechnic Institute and State University,2,2.0
151,Universidad Pontificia Comillas,5,1.8
152,Olin College of Engineering,3,1.6666666666666667
153,Università degli studi di Padova,9,1.4444444444444444
154,Kanagawa University,3,0.6666666666666666
155,TECNUN - University of Navarra,14,0.35714285714285715
156,University of Iceland,12,0.3333333333333333
157,AGH University of Science and Technology,4,0.0
158,Ain Shams University,1,0.0
159,Belgorod state technological university named after V. G. Shukhov,1,0.0
160,Brunel University London,1,0.0
161,Cairo University,2,0.0
162,California Baptist University,1,0.0
163,California Institute of Technology,2,0.0
164,California State Polytechnic University - San Luis Obispo,4,0.0
165,Central South University - Changsha,1,0.0
166,COEP Technological University ,1,0.0
167,Concordia University,1,0.0
168,Cornell University,1,0.0
169,Coventry University,1,0.0
170,Daido Institute of Technology,1,0.0
171,Delhi Technological University,1,0.0
172,Democritus University of Thrace,1,0.0
173,Drexel University,1,0.0
174,Duale Hochschule Baden-Württemberg Mosbach,1,0.0
175,Dwarkadas. J. Sanghvi College of Engineering,2,0.0
176,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),1,0.0
177,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),2,0.0
178,Friedrich-Alexander-Universität Erlangen-Nürnberg,3,0.0
179,Gadjah Mada University,2,0.0
180,Ghent University,2,0.0
181,Griffith University,1,0.0
182,Guangdong University of Technology,1,0.0
183,Guangxi Science and Technology University Lushan College,1,0.0
184,Harbin Institute of Technology at Weihai,3,0.0
185,Heriot-Watt University,1,0.0
186,Hochschule Düsseldorf,2,0.0
187,Hochschule für Technik und Wirtschaft Mittweida,1,0.0
188,Hochschule Karlsruhe - Technik und Wirtschaft,1,0.0
189,Hochschule Niederrhein,1,0.0
190,Hochschule Pforzheim,2,0.0
191,Hubei University of Automotive Technology,1,0.0
192,Instituto Superior de Engenharia de Lisboa,2,0.0
193,Islamic Azad University of Karaj,1,0.0
194,Istanbul Technical University,1,0.0
195,Kanagawa Institute of Technology,3,0.0
196,Karlstad University,1,0.0
197,King Mongkut's University of Technology Thonburi,1,0.0
198,Kingston University,3,0.0
199,Kookmin University,1,0.0
200,Kyushu Institute of Technology,1,0.0
201,Lancaster  University,4,0.0
202,Leopold-Franzens-Universität Innsbruck,3,0.0
203,Linköping University,1,0.0
204,Liverpool John Moores University,1,0.0
205,Loughborough University,1,0.0
206,Lund University,1,0.0
207,Manchester Metropolitan University,1,0.0
208,McMaster University,1,0.0
209,MCT's Rajiv Gandhi Institute of Technology,1,0.0
210,MIT World Peace University,1,0.0
211,National Cheng Kung University,1,0.0
212,National Taipei University of Technology,1,0.0
213,National Taiwan University,1,0.0
214,North Carolina State University,1,0.0
215,Otto-von-Guericke-Universität Magdeburg,1,0.0
216,Oxford Brookes University,2,0.0
217,Pakistan Institute of Engineering & Applied Sciences,1,0.0
218,Portland State University,1,0.0
219,Poznan University of Technology,2,0.0
220,PSG Institute of Technology and Applied Research,1,0.0
221,Queen's University Belfast,1,0.0
222,Queensland University of Technology,4,0.0
223,R.V.College of Engineering,1,0.0
224,Rajshahi University of Engineering & Technology,1,0.0
225,Ramaiah Institute of Technology,1,0.0
226,Rhein-Waal University of Applied Sciences,1,0.0
227,Ruhr-Universität Bochum,2,0.0
228,Rutgers The State University of New Jersey,1,0.0
229,Ryerson University,1,0.0
230,San Diego State University,3,0.0
231,Sardar Patel College of Engineering Mumbai,1,0.0
232,Seikei University,1,0.0
233,Sepuluh Nopember Institute of Technology,1,0.0
234,Smt. Kashibai Navale College of Engineering,1,0.0
235,SRM Institute of Science and Technology - Kattankulathur,1,0.0
236,Technical University of Cluj-Napoca,1,0.0
237,Technical University of Denmark,1,0.0
238,Technion - Israel Institute of Technology,1,0.0
239,Technische Hochschule Ostwestfalen-Lippe,2,0.0
240,Technische Universität Berlin,10,0.0
241,Technische Universität Chemnitz,6,0.0
242,Technische Universität Dortmund,2,0.0
243,Texas A&M University,1,0.0
244,The Hague University of Applied Sciences,1,0.0
245,The University of Michigan-Dearborn,2,0.0
246,Thomas More Mechelen - De Nayer,5,0.0
247,UAS Kempten,3,0.0
248,Ulm University of Applied Sciences,2,0.0
249,Universidad de Castilla-La Mancha,1,0.0
250,Universidad de Oviedo,3,0.0
251,Universidad Nacional Autónoma de México,1,0.0
252,Universidad Politecnica Salesiana,1,0.0
253,Universidad Politécnica de Cartagena,3,0.0
254,Universidad Politécnica de Madrid (UPM),7,0.0
255,University College Dublin,1,0.0
256,University of Alcalá,1,0.0
257,University of Applied Sciences Ravensburg-Weingarten,3,0.0
258,University of Belgrade (Универзитет у Београду),2,0.0
259,University of Birmingham,1,0.0
260,University of Bristol,2,0.0
261,University of British Columbia - Vancouver,1,0.0
262,University of Burgundy - ISAT,1,0.0
263,University of California - Santa Cruz,1,0.0
264,University of California Berkeley,1,0.0
265,University of California Irvine,1,0.0
266,University of California Riverside,1,0.0
267,University of Cincinnati,1,0.0
268,University of Colorado - Colorado Springs,1,0.0
269,University Of Hertfordshire,3,0.0
270,University of Iowa,1,0.0
271,University of Kansas,1,0.0
272,University of La Laguna,1,0.0
273,University of Leicester,2,0.0
274,University of Maryland,1,0.0
275,University of Minnesota Twin Cities,1,0.0
276,University of New Mexico,1,0.0
277,University of New South Wales - Australian Defence Force Academy,1,0.0
278,University of New South Wales,2,0.0
279,University of North Carolina at Asheville,1,0.0
280,University of Ontario Institute of Technology,2,0.0
281,University of Oxford,1,0.0
282,University of South Australia,2,0.0
283,University of Southampton,1,0.0
284,University of Southern California,1,0.0
285,University of Strathclyde,1,0.0
286,University of Sussex,1,0.0
287,University of Texas at San Antonio,1,0.0
288,University of Toronto,1,0.0
289,University of Utah,2,0.0
290,University of Waterloo,2,0.0
291,University of Western Australia,3,0.0
292,Università degli Studi di Napoli Federico II,2,0.0
293,Università degli studi di Trieste,1,0.0
294,Universität der Bundeswehr München,1,0.0
295,Universität Kassel,6,0.0
296,VIT University - Chennai,1,0.0
297,VIT University - Vellore,4,0.0
298,Vrije Universiteit Brussel,1,0.0
299,Western Washington University,1,0.0
300,Wroclaw University of Technology,2,0.0
301,Zürcher Hochschule für Angewandte Wissenschaften,2,0.0
