Rank,University,#,Points
1,University of Strathclyde,1,120.0
2,University of Southampton,1,114.0
3,Pimpri Chinchwad College Of Engineering,1,100.0
4,COEP Technological University ,1,98.0
5,Ain Shams University,1,96.0
6,Smt. Kashibai Navale College of Engineering,1,93.67
7,MIT World Peace University,1,92.67
8,Georgia Institute of Technology,2,90.15
9,University of Applied Sciences Ravensburg-Weingarten,3,89.32
10,University of Texas at San Antonio,1,89.3
11,Fachhochschule Joanneum Graz,3,88.52666666666669
12,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,13,87.77384615384615
13,Carnegie Mellon University,4,86.925
14,K. J. Somaiya College of Engineering,4,85.5
15,Missouri University of Science and Technology,2,85.3
16,Politecnico di Milano,6,85.11166666666666
17,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),17,84.31117647058824
18,University of California Davis,4,83.95
19,University College Dublin,1,83.4
20,Technische Universität Bergakademie Freiberg,25,82.99480000000001
21,University Of Hertfordshire,3,82.28666666666666
22,Oxford Brookes University,2,82.15
23,Brno University of Technology,4,81.9175
24,Universität Stuttgart,40,81.6545
25,Kookmin University,1,81.0
26,UAS Würzburg-Schweinfurt,9,80.90666666666668
27,Wroclaw University of Technology,2,80.9
28,National Technical University of Athens,5,80.58
29,Hochschule Pforzheim,2,80.41499999999999
30,University of Minnesota Twin Cities,1,80.2
31,TU Delft,31,80.13032258064517
32,Hochschule für Angewandte Wissenschaften Hamburg,2,79.6
33,University of Pennsylvania,4,79.525
34,ETH Zürich,43,79.44790697674419
35,École de Technologie Superieure,1,79.3
36,Karlsruhe Institute of Technology,36,79.24805555555557
37,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,25,79.024
38,Heriot-Watt University,1,79.0
39,University of Birmingham,1,79.0
40,Ulm University of Applied Sciences,2,78.9
41,Lund University,1,78.8
42,University of Seville,9,78.57333333333332
43,Università degli studi di Padova,9,78.49666666666667
44,University of Bath,8,78.31375
45,The University of Michigan-Dearborn,2,78.05
46,Indian Institute of Technology Delhi,5,78.0
47,California State Polytechnic University - San Luis Obispo,4,77.55
48,Virginia Polytechnic Institute and State University,2,77.5
49,Ryerson University,1,77.4
50,Fachhochschule München,31,77.1116129032258
51,Tallinn TU UAS,25,76.5568
52,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),1,76.45
53,Technische Universiteit Eindhoven,25,76.33279999999999
54,University of Toronto,1,76.3
55,Massachusetts Institute of Technology,3,76.16666666666667
56,McGill University,5,76.16
57,Rheinisch-Westfälische Technische Hochschule Aachen,23,75.49739130434784
58,UAS Kempten,3,75.46333333333332
59,Duale Hochschule Baden-Württemberg - Mannheim,8,74.94874999999999
60,Westsächsische Hochschule Zwickau,30,74.911
61,University of the Basque Country,18,74.74777777777777
62,The University of Akron,2,74.55000000000001
63,Friedrich-Alexander-Universität Erlangen-Nürnberg,3,74.39999999999999
64,Alma Mater Studiorum - Università di Bologna,2,74.13499999999999
65,Ruhr-Universität Bochum,2,74.0
66,Norwegian University of Science and Technology,19,73.99157894736842
67,University of Waterloo,2,73.9
68,University of North Carolina at Asheville,1,73.6
69,Chalmers University of Technology,11,73.53999999999999
70,Ramaiah Institute of Technology,1,73.33
71,University of Iowa,1,73.0
72,Università degli Studi di Parma,5,72.804
73,Sardar Patel College of Engineering Mumbai,1,72.8
74,Universität Bayreuth,18,72.75833333333334
75,R.V.College of Engineering,1,72.34
76,Budapest University of Technology and Economics,19,72.24526315789473
77,Hochschule Bonn-Rhein-Sieg,23,72.12347826086958
78,Technische Universität Kaiserslautern,19,72.0578947368421
79,Duale Hochschule Baden-Württemberg Stuttgart,25,72.026
80,Otto-von-Guericke-Universität Magdeburg,1,72.0
81,Hochschule Karlsruhe - Technik und Wirtschaft,1,71.72
82,Western University,3,71.1
