Rank,University,#,Points
202,Kyushu Institute of Technology,1,0.0
203,Lancaster  University,4,0.0
204,Linköping University,1,0.0
205,Liverpool John Moores University,1,0.0
206,Loughborough University,1,0.0
207,Manchester Metropolitan University,1,0.0
208,McMaster University,1,0.0
209,MCT's Rajiv Gandhi Institute of Technology,1,0.0
210,MIT World Peace University,1,0.0
211,National Cheng Kung University,1,0.0
212,National Taipei University of Technology,1,0.0
213,National Taiwan University,1,0.0
214,North Carolina State University,1,0.0
215,Olin College of Engineering,3,0.0
216,Otto-von-Guericke-Universität Magdeburg,1,0.0
217,Oxford Brookes University,2,0.0
218,Pakistan Institute of Engineering & Applied Sciences,1,0.0
219,Pimpri Chinchwad College Of Engineering,1,0.0
220,Portland State University,1,0.0
221,Poznan University of Technology,2,0.0
222,PSG Institute of Technology and Applied Research,1,0.0
223,Queen's University Belfast,1,0.0
224,Queensland University of Technology,4,0.0
225,R.V.College of Engineering,1,0.0
226,Rajshahi University of Engineering & Technology,1,0.0
227,Ramaiah Institute of Technology,1,0.0
228,Rhein-Waal University of Applied Sciences,1,0.0
229,Ruhr-Universität Bochum,2,0.0
230,Rutgers The State University of New Jersey,1,0.0
231,Ryerson University,1,0.0
232,San Diego State University,3,0.0
233,San José State University,4,0.0
234,Sardar Patel College of Engineering Mumbai,1,0.0
235,Seikei University,1,0.0
236,Sepuluh Nopember Institute of Technology,1,0.0
237,Smt. Kashibai Navale College of Engineering,1,0.0
238,SRM Institute of Science and Technology - Kattankulathur,1,0.0
239,Technical University of Cluj-Napoca,1,0.0
240,Technical University of Denmark,1,0.0
241,Technion - Israel Institute of Technology,1,0.0
242,Technische Hochschule Ostwestfalen-Lippe,2,0.0
243,Technische Universität Dortmund,2,0.0
244,Texas A&M University,1,0.0
245,The Hague University of Applied Sciences,1,0.0
246,The University of Michigan-Dearborn,2,0.0
247,UAS Kempten,3,0.0
248,Universidad de Castilla-La Mancha,1,0.0
249,Universidad de Oviedo,3,0.0
250,Universidad Nacional Autónoma de México,1,0.0
251,Universidad Politecnica Salesiana,1,0.0
252,Universidad Politécnica de Cartagena,3,0.0
253,Universidad Politécnica de Madrid (UPM),7,0.0
254,University College Dublin,1,0.0
255,University of Alcalá,1,0.0
256,University of Applied Sciences Ravensburg-Weingarten,3,0.0
257,University of Belgrade (Универзитет у Београду),2,0.0
258,University of Birmingham,1,0.0
259,University of Bristol,2,0.0
260,University of British Columbia - Vancouver,1,0.0
261,University of Burgundy - ISAT,1,0.0
262,University of California - Santa Cruz,1,0.0
263,University of California Berkeley,1,0.0
264,University of California Irvine,1,0.0
265,University of California Riverside,1,0.0
266,University of Cincinnati,1,0.0
267,University of Colorado - Colorado Springs,1,0.0
268,University of Iowa,1,0.0
269,University of Kansas,1,0.0
270,University of La Laguna,1,0.0
271,University of Leicester,2,0.0
272,University of Maryland,1,0.0
273,University of Minnesota Twin Cities,1,0.0
274,University of New Mexico,1,0.0
275,University of New South Wales - Australian Defence Force Academy,1,0.0
276,University of New South Wales,2,0.0
277,University of North Carolina at Asheville,1,0.0
278,University of Ontario Institute of Technology,2,0.0
279,University of Oxford,1,0.0
280,University of South Australia,2,0.0
281,University of Southampton,1,0.0
282,University of Southern California,1,0.0
283,University of Stavanger,8,0.0
284,University of Strathclyde,1,0.0
285,University of Sussex,1,0.0
286,University of Texas at San Antonio,1,0.0
287,University of Toronto,1,0.0
288,University of Utah,2,0.0
289,University of Warwick,3,0.0
290,University of Waterloo,2,0.0
291,Università degli Studi di Napoli Federico II,2,0.0
292,Università degli studi di Trieste,1,0.0
293,Universität der Bundeswehr München,1,0.0
294,Universität Kassel,6,0.0
295,VIT University - Chennai,1,0.0
296,VIT University - Vellore,4,0.0
297,Vrije Universiteit Brussel,1,0.0
298,Warsaw University of Technology,1,0.0
299,Western University,3,0.0
300,Western Washington University,1,0.0
301,Wroclaw University of Technology,2,0.0
