Rank,University,Lowest Place,#
1,Politecnico di Torino,1st,1
2,Alma Mater Studiorum - Università di Bologna,2nd,1
3,Politecnico di Milano,2nd,1
4,Università degli studi di Padova,4th,1
5,Università degli Studi di Roma La Sapienza,6th,1
6,Università degli Studi di Trento,6th,1
7,Università degli Studi di Parma,8th,2
8,Università di Pisa,17th,1
9,Università degli Studi di Napoli Federico II,N/A,0
10,Università degli studi di Trieste,N/A,0
