Rank,University,Lowest Place,#
1,Politecnico di Torino,1st,1
2,Università degli studi di Padova,2nd,1
3,Politecnico di Milano,3rd,1
4,Università degli Studi di Roma La Sapienza,4th,2
5,Alma Mater Studiorum - Università di Bologna,4th,1
6,Università degli Studi di Parma,4th,1
7,Università degli Studi di Napoli Federico II,10th,1
8,Università degli Studi di Trento,13th,1
9,Università degli studi di Trieste,20th,1
