Rank,University,Lowest Place,#
1,Politecnico di Torino,1st,1
2,Università degli Studi di Parma,3rd,1
3,Università degli Studi di Trento,3rd,1
4,Alma Mater Studiorum - Università di Bologna,4th,1
5,Politecnico di Milano,5th,1
6,Università degli Studi di Roma La Sapienza,7th,1
7,Università degli studi di Padova,9th,2
8,Università degli Studi di Napoli Federico II,N/A,0
9,Università degli studi di Trieste,N/A,0
