Rank,University,Points
1,Politecnico di Torino,1518.15
2,Politecnico di Milano,189.45
3,Università degli Studi di Parma,143.53
4,Università degli Studi di Trento,50.0
5,Università degli Studi di Roma La Sapienza,47.0
6,Alma Mater Studiorum - Università di Bologna,44.23
7,Università degli studi di Padova,13.0
8,Università degli Studi di Napoli Federico II,0.0
9,Università degli studi di Trieste,0.0
