Rank,University,Points
1,Politecnico di Torino,1518.61
2,Università degli Studi di Roma La Sapienza,720.91
3,Università degli studi di Padova,706.47
4,Politecnico di Milano,510.67
5,Università degli Studi di Parma,364.02
6,Università degli Studi di Trento,308.78
7,Alma Mater Studiorum - Università di Bologna,148.27
8,Università degli Studi di Napoli Federico II,115.76
9,Università degli studi di Trieste,57.36
