Rank,University,Lowest Place,#
1,Politecnico di Milano,1st,2
2,Politecnico di Torino,1st,1
3,Università degli studi di Padova,3rd,1
4,Università degli Studi di Parma,3rd,1
5,Università degli Studi di Roma La Sapienza,3rd,1
6,Università degli Studi di Trento,3rd,1
7,Alma Mater Studiorum - Università di Bologna,9th,1
8,Università degli Studi di Napoli Federico II,10th,1
9,Università degli studi di Trieste,20th,1
