Rank,University,Lowest Place,#
1,Alma Mater Studiorum - Università di Bologna,1st,1
2,Politecnico di Torino,1st,1
3,Politecnico di Milano,3rd,2
4,Università degli Studi di Parma,3rd,1
5,Università degli Studi di Roma La Sapienza,5th,1
6,Università degli studi di Padova,6th,1
7,Università degli Studi di Napoli Federico II,N/A,0
8,Università degli Studi di Trento,N/A,0
9,Università degli studi di Trieste,N/A,0
10,Università di Pisa,N/A,0
