Rank,University,Lowest Place,#
1,Politecnico di Torino,1st,2
2,Politecnico di Milano,3rd,1
3,Università degli studi di Padova,4th,1
4,Alma Mater Studiorum - Università di Bologna,5th,1
5,Università degli Studi di Parma,6th,1
6,Università degli Studi di Roma La Sapienza,7th,1
7,Università degli Studi di Trento,32nd,1
8,Università degli Studi di Napoli Federico II,N/A,0
9,Università degli studi di Trieste,N/A,0
