Rank,University,Lowest Place,#
1,Gadjah Mada University,8th,1
2,Universitas Negeri Yogyakarta,18th,2
3,Sepuluh Nopember Institute of Technology,28th,1
4,Sebelas Maret University,43rd,1
5,Institute of Technology Bandung,N/A,0
6,University of Indonesia,N/A,0
