Rank,University,Lowest Place,#
1,Gadjah Mada University,1st,2
2,University of Indonesia,7th,1
3,Sepuluh Nopember Institute of Technology,10th,1
4,Universitas Negeri Yogyakarta,13th,1
5,Sebelas Maret University,48th,2
6,Institute of Technology Bandung,60th,1
