Rank,University,Lowest Place,#
1,Sepuluh Nopember Institute of Technology,1st,1
2,Universitas Negeri Yogyakarta,1st,1
3,Gadjah Mada University,5th,1
4,University of Indonesia,11th,1
5,Sebelas Maret University,33rd,1
6,Institute of Technology Bandung,N/A,0
