date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.09,Spain,0.85,38,17.,31.,51.9,32.,39.6,5.,125.0,11.,28.5,10.,27.8,-,0,-,0,-,0,0,273,119.
2022.08,Germany,0.93,63,51.,44.,63.0,55.,46.25,33.,70.0,-,0,-,0,-,0,-,0,-,0,0,179,143.
2022.08,East,0.92,33,27.,22.,67.59,25.,37.13,22.,90.0,-,0,-,0,-,0,-,0,-,0,0,195,130.
2022.07,Netherlands,0.90,21,13.,11.,71.25,12.,56.85,12.,69.73,-,0,-,0,-,0,-,0,-,0,0,198,115.
2021.10,Italy,0.85,18,10.,9.,71.72,11.,48.48,9.,114.83,-,0,-,0,-,0,-,0,-,0,0,235,94.
2015.09,Czech Republic,0.85,13,5.,5.,56.79,8.,47.92,9.,101.87,5.,32.76,5.,48.29,5.,66.4,4.,190.51,1.,100.0,-105,540,33.
2015.08,Spain,0.97,30,10.,10.,61.31,24.,41.07,21.,92.0,15.,27.81,12.,28.26,13.,6.22,-,0,1.,100.0,0,357,45.
2015.08,Germany,0.98,39,32.,38.,21.25,32.,37.65,19.,85.0,-,0,-,0,-,0,-,0,-,0,-10,134,59.
2014.08,Spain,0.96,23,17.,16.,55.33,20.,40.27,18.,69.0,12.,34.06,13.,30.73,14.,4.5,-,0,-,0,0,234,48.
2014.08,Austria,0.97,18,16.,9.,61.0,16.,30.0,17.,70.6,11.,32.4,15.,28.2,14.,46.6,7.,22.0,-,0,-20,271,38.
2014.08,Germany,1.00,39,28.,35.,44.0,28.,41.3,26.,75.0,-,0,21.,13.89,19.,12.77,10.,25.0,-,0,0,212,35.
2013.09,Italy,0.95,24,8.,12.,59.9,7.,62.5,14.,99.0,14.,35.7,13.,6.1,11.,96.4,11.,126.4,6.,48.5,0,534,31.
2013.09,Spain,0.85,16,12.,15.,45.0,16.,30.4,9.,96.0,10.,42.0,13.,48.6,9.,43.7,-,0,-,0,0,306,39.
2013.08,Germany,1.00,40,34.,30.,56.4,37.,31.8,34.,70.0,20.,3.5,-,0,20.,6.9,-,0,-,0,0,168,39.
2012.09,Spain,0.85,13,6.,9.,61.6,1.,75.0,6.,103.0,7.,36.51,10.,16.66,10.,4.5,7.,77.15,-,0,0,374,29.
2012.08,Germany,0.99,32,25.,16.,69.56,15.,57.93,14.,90.0,-,0,-,0,-,0,-,0,-,0,0,217,32.
2011.08,Germany,0.98,28,18.,13.,67.61,22.,49.41,20.,55.0,-,0,-,0,-,0,9.,25.0,-,0,0,197,22.
