date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Spain,0.85,38,1.,2.,29.,1.,1.,1.,1.,1.,5.,0,960,1.
2022,Germany,0.93,63,1.,7.,22.,5.,5.,5.,2.,1.,2.,0,863,1.
2022,East,0.92,33,1.,3.,13.,2.,1.,1.,1.,1.,1.,0,980,1.
2022,Austria,0.95,30,1.,16.,3.,5.,1.,1.,1.,1.,1.,0,951,3.
2022,Netherlands,0.90,21,3.,1.,6.,-,1.,1.,2.,-,-,-20,370,17.
2021,Germany,0.94,38,1.,2.,17.,3.,1.,4.,1.,1.,10.,0,938,1.
2021,East,0.93,26,2.,2.,3.,1.,1.,7.,3.,3.,11.,0,856,12.
2021,Austria,0.92,27,14.,15.,4.,2.,13.,5.,-,-,-,0,322,22.
2019,Spain,0.95,39,3.,6.,15.,1.,1.,5.,3.,3.,8.,0,828,7.
2019,Germany,0.97,38,7.,1.,5.,4.,1.,6.,3.,-,-,0,504,16.
2019,Austria,0.95,24,8.,8.,8.,6.,8.,9.,5.,-,-,0,414,13.
2019,East,0.92,20,2.,1.,14.,1.,2.,10.,4.,3.,2.,0,825,4.
2018,Spain,0.97,38,1.,11.,21.,3.,3.,4.,3.,1.,8.,0,880,5.
2018,Germany,0.98,39,13.,5.,1.,6.,6.,5.,9.,-,-,-5,476,12.
2018,Austria,0.97,19,6.,5.,1.,4.,7.,3.,4.,7.,3.,-5,698,7.
2018,East,0.88,16,6.,3.,3.,2.,1.,1.,1.,-,-,0,554,8.
2017,Spain,0.97,30,2.,2.,17.,4.,5.,6.,6.,2.,7.,0,877,2.
2017,Germany,0.96,34,1.,3.,1.,6.,4.,5.,1.,1.,5.,0,918,1.
2017,Austria,0.92,19,3.,2.,1.,4.,1.,3.,3.,4.,3.,0,810,4.
2017,East,0.99,38,1.,6.,3.,4.,3.,2.,3.,1.,3.,0,969,3.
2016,Spain,0.97,29,11.,5.,3.,5.,6.,2.,9.,-,11.,0,568,5.
2016,Germany,1.00,37,3.,13.,12.,2.,5.,6.,6.,4.,6.,0,834,2.
2016,Austria,0.99,18,3.,3.,5.,5.,3.,2.,8.,2.,12.,0,852,3.
2016,United Kingdom,0.98,106,32.,59.,76.,23.,7.,3.,6.,-,-,0,412,8.
2015,Spain,0.97,30,4.,15.,16.,3.,1.,2.,6.,4.,4.,0,712,4.
2015,Austria,0.96,18,2.,11.,11.,4.,2.,2.,1.,2.,11.,0,868,3.
2015,Germany,0.98,39,3.,11.,7.,1.,15.,5.,4.,3.,10.,-20,825,6.
2015,United Kingdom,0.94,92,21.,22.,48.,4.,13.,-,1.,32.,-,0,453,10.
2014,Spain,0.96,23,8.,1.,9.,9.,2.,4.,2.,-,13.,0,545,6.
2014,Austria,0.97,18,7.,3.,1.,5.,2.,5.,1.,14.,-,0,522,3.
2014,Germany,1.00,39,2.,2.,1.,2.,1.,7.,3.,2.,10.,0,889,3.
2013,Italy,0.95,24,1.,2.,2.,4.,2.,3.,1.,1.,8.,0,880,4.
2013,Austria,0.97,39,5.,5.,12.,4.,3.,-,5.,6.,6.,-20,786,6.
2013,Germany,1.00,40,21.,12.,12.,3.,-,-,7.,-,-,0,329,9.
2013,United Kingdom,0.97,83,14.,21.,48.,5.,1.,9.,2.,58.,-,0,507,8.
2012,Spain,0.85,13,3.,6.,3.,3.,3.,2.,3.,2.,-,0,825,3.
2012,Germany,0.99,32,3.,18.,19.,9.,4.,2.,4.,3.,5.,0,767,3.
2012,Austria,0.95,37,7.,15.,21.,16.,8.,1.,10.,9.,3.,0,685,3.
2011,Germany,0.98,28,7.,12.,10.,5.,-,8.,9.,6.,7.,0,592,3.
2010,Germany,1.00,15,1.,3.,1.,4.,1.,1.,1.,1.,5.,0,880,1.
