date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Alpe Adria,0.85,25,10.,-,19.,20.,19.,-,-,6.,6.,0,433,94.
2022,Austria,0.95,30,29.,25.,27.,29.,-,-,-,-,-,-10,83,216.
2022,Czech Republic,0.85,19,19.,17.,13.,19.,-,-,-,-,-,0,57,218.
2019,Czech Republic,0.85,15,13.,15.,12.,11.,-,-,8.,-,-,0,200,125.
2019,Italy,0.85,25,25.,12.,25.,17.,-,-,11.,-,-,-100,101,131.
2018,East,0.88,16,14.,12.,14.,14.,-,-,-,-,-,0,147,81.
2017,Czech Republic,0.86,14,7.,14.,8.,13.,8.,10.,8.,7.,4.,0,359,64.
2017,East,0.99,38,35.,36.,25.,32.,-,-,-,-,-,0,120,95.
2016,Czech Republic,0.85,10,10.,9.,2.,7.,-,-,-,-,-,-70,157,69.
2015,Czech Republic,0.85,13,9.,10.,5.,12.,7.,8.,-,-,4.,0,342,58.
2015,Hungary,0.90,37,34.,31.,11.,33.,-,-,-,-,-,-10,159,68.
2015,Germany,0.98,39,37.,33.,35.,36.,-,-,-,-,-,-40,79,68.
2014,Italy,0.85,20,15.,-,15.,19.,6.,10.,10.,15.,-,0,208,56.
2013,Hungary,0.92,37,29.,24.,14.,35.,17.,28.,28.,-,-,0,284,38.
2012,Spain,0.85,13,9.,12.,7.,12.,6.,6.,4.,8.,-,0,330,37.
2011,Germany,0.98,28,26.,26.,20.,25.,-,-,-,-,-,-20,84,33.
2011,United Kingdom,0.85,10,10.,10.,9.,8.,-,-,-,-,-,0,182,17.
2010,Germany,1.00,15,12.,1.,15.,11.,-,-,-,-,-,0,211,12.
