date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2013,Austria,0.97,39,38.,33.,25.,38.,-,-,36.,19.,-,-60,93,57.
2013,Germany,1.00,40,39.,39.,24.,40.,-,-,-,-,-,0,124,54.
2012,Italy,0.85,17,14.,11.,10.,14.,-,-,-,-,-,-50,144,50.
