date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,Germany,0.94,79,69.,54.,60.0,75.,34.63,68.,40.0,-,0,45.,2.5,39.,5.0,-,0,-,0,0,142,226.
2024.08,East,0.94,32,28.,8.,93.0,23.,43.48,30.,20.5,-,0,-,0,-,0,-,0,-,0,-20,137,214.
2024.07,Netherlands,0.93,31,25.,15.,63.0,29.,42.19,28.,40.0,-,0,-,0,-,0,-,0,-,0,0,145,207.
2023.08,Germany,0.92,70,52.,17.,86.28,70.,20.5,46.,65.0,41.,3.5,33.,13.28,31.,4.5,-,0,-,0,-10,183,169.
2023.07,Austria,0.93,34,32.,18.,72.0,32.,21.7,30.,68.8,-,0,-,0,-,0,-,0,-,0,0,162,137.
2022.08,Germany,0.93,63,48.,13.,85.0,30.,59.72,52.,50.0,-,0,-,0,29.,4.5,-,0,-,0,-10,189,62.
2022.07,Netherlands,0.90,21,15.,14.,67.29,13.,56.77,15.,61.52,-,0,-,0,-,0,-,0,-,0,0,186,33.
2019.08,Germany,0.97,38,3.,14.,88.0,21.,52.58,11.,100.0,11.,46.19,12.,37.19,4.,62.84,2.,229.71,4.,95.19,0,712,3.
2019.08,Austria,0.95,24,4.,5.,92.0,16.,47.3,7.,130.0,5.,56.1,8.,36.5,7.,46.2,4.,204.5,4.,93.8,0,706,6.
2019.07,East,0.92,20,3.,8.,91.54,11.,61.71,11.,103.0,8.,44.34,8.,44.9,6.,53.28,4.,219.54,4.,97.4,0,716,8.
2018.08,Spain,0.97,38,8.,4.,90.0,27.,48.0,16.,94.0,20.,39.8,16.,40.0,10.,36.2,6.,237.3,6.,88.1,0,673,10.
2018.08,Austria,0.97,19,2.,2.,97.0,6.,58.4,13.,108.0,5.,55.4,11.,37.3,12.,47.9,1.,325.0,4.,89.4,-5,814,12.
2018.07,East,0.88,16,3.,2.,95.5,5.,71.0,6.,103.5,7.,36.13,4.,46.16,4.,51.68,3.,287.4,4.,93.28,0,785,27.
2017.08,Spain,0.97,30,13.,6.,90.0,12.,67.0,12.,106.5,14.,38.2,14.,47.1,4.,71.8,-,0,-,0,0,421,39.
2017.08,Germany,0.96,34,20.,13.,87.0,22.,49.53,26.,65.0,11.,40.98,-,0,11.,48.3,-,0,-,0,50,241,47.
2016.08,Spain,0.97,29,15.,19.,56.1,20.,56.5,15.,104.0,17.,24.5,9.,54.1,7.,58.7,-,0,-,0,0,354,36.
2016.08,Germany,1.00,37,25.,1.,81.98,22.,47.14,15.,95.0,-,0,-,0,-,0,-,0,-,0,-5,219,34.
2016.08,Austria,0.99,18,16.,5.,80.8,12.,45.8,11.,97.7,-,0,-,0,-,0,-,0,-,0,0,224,22.
2015.09,Italy,0.85,20,3.,1.,100.0,6.,64.63,7.,117.35,9.,45.42,9.,19.73,-,0,1.,300.0,4.,97.0,-20,724,6.
2015.08,Spain,0.97,30,3.,3.,74.04,12.,58.8,9.,117.0,17.,23.35,6.,45.02,4.,74.0,3.,286.85,7.,87.11,0,766,5.
2015.08,Germany,0.98,39,5.,17.,66.42,9.,63.42,6.,115.0,18.,13.55,2.,46.58,9.,67.43,5.,224.23,7.,93.15,-25,665,7.
2014.08,Spain,0.96,23,4.,7.,70.24,5.,71.0,4.,135.0,13.,24.7,3.,59.68,7.,39.34,5.,232.4,6.,88.59,0,721,7.
2014.08,Austria,0.97,18,4.,1.,91.3,7.,61.6,8.,108.4,14.,29.2,8.,54.6,7.,75.7,5.,150.8,1.,100.0,0,672,9.
2014.08,Germany,1.00,39,22.,5.,86.59,6.,68.6,8.,110.0,-,0,-,0,-,0,-,0,-,0,0,265,11.
2013.09,Italy,0.95,24,5.,3.,77.3,5.,67.2,6.,128.0,8.,43.2,9.,20.4,8.,99.8,6.,198.9,4.,53.2,0,688,8.
2013.09,Spain,0.85,16,3.,1.,92.0,2.,74.0,4.,113.0,9.,49.9,1.,75.0,5.,76.4,5.,172.6,4.,79.1,0,732,10.
2013.08,Germany,1.00,40,23.,4.,82.1,5.,65.6,5.,130.0,-,0,-,0,-,0,-,0,-,0,0,278,10.
2012.09,Italy,0.85,17,4.,3.,76.11,3.,73.44,2.,138.0,4.,64.85,6.,37.91,7.,104.31,5.,246.07,6.,54.81,0,795,4.
2012.08,Hungary,0.91,39,10.,12.,79.0,4.,70.5,18.,111.0,9.,62.77,8.,41.39,22.,80.16,11.,177.85,1.,100.0,0,723,4.
2012.08,Germany,0.99,32,5.,8.,77.56,12.,62.2,6.,110.0,-,0,6.,64.42,6.,51.96,7.,150.99,4.,81.55,0,599,4.
