date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,Alpe Adria,0.85,29,10.,5.,91.0,21.,52.0,8.,121.8,4.,68.3,12.,12.9,-,0,-,0,-,0,0,346,85.
2024.08,Czech Republic,0.90,46,7.,15.,78.6,10.,67.0,15.,105.3,2.,67.06,11.,12.68,12.,4.5,11.,88.07,5.,95.09,0,518,82.
2024.08,East,0.94,32,22.,2.,99.0,29.,34.22,-,0,-,0,-,0,8.,51.9,-,0,-,0,0,185,145.
2024.07,Netherlands,0.93,31,20.,8.,70.9,19.,55.09,20.,82.0,-,0,-,0,-,0,-,0,-,0,-30,178,127.
2023.08,Alpe Adria,0.89,29,20.,19.,69.0,12.,56.0,22.,76.0,14.,48.6,-,0,7.,57.3,-,0,-,0,0,307,86.
2023.08,Germany,0.92,70,28.,13.,87.24,9.,67.06,47.,60.0,20.,27.38,25.,23.72,28.,7.86,-,0,-,0,0,273,90.
2023.08,Czech Republic,0.90,35,12.,1.,97.0,19.,55.0,15.,99.0,6.,54.07,9.,36.21,12.,4.5,-,0,-,0,0,346,93.
2022.09,Spain,0.85,38,19.,1.,100.0,24.,57.7,12.,112.0,-,0,-,0,-,0,-,0,-,0,0,270,114.
2022.08,Germany,0.93,63,45.,16.,84.0,18.,63.06,52.,50.0,-,0,-,0,-,0,-,0,-,0,0,197,144.
2022.08,East,0.92,33,29.,14.,83.96,-,0,21.,91.5,-,0,-,0,-,0,-,0,-,0,0,175,150.
