date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.08,Germany,0.93,63,58.,47.,60.0,14.,66.04,57.,45.0,-,0,-,0,-,0,-,0,-,0,-40,131,180.
2022.07,Austria,0.95,30,23.,19.,58.0,7.,66.9,24.,75.7,-,0,-,0,-,0,-,0,-,0,-10,191,159.
2022.07,Italy,0.85,26,19.,22.,48.95,4.,61.65,15.,88.78,-,0,-,0,-,0,-,0,-,0,0,199,163.
2021.08,Germany,0.94,38,38.,36.,42.75,31.,45.14,37.,25.0,-,0,-,0,-,0,-,0,-,0,-64,49,154.
2021.08,East,0.93,26,26.,24.,57.56,-,0,24.,64.0,-,0,9.,51.11,-,0,-,0,-,0,-10,163,116.
2021.08,Czech Republic,0.85,14,10.,10.,33.0,10.,56.0,11.,105.0,-,0,-,0,-,0,-,0,-,0,0,194,103.
2019.08,Spain,0.95,39,26.,15.,75.0,25.,58.0,32.,51.0,-,0,-,0,-,0,13.,25.0,-,0,0,209,84.
2019.07,East,0.92,20,15.,12.,84.3,5.,71.59,19.,56.5,11.,3.5,13.,16.1,13.,4.5,-,0,-,0,0,236,81.
2018.08,Germany,0.98,39,22.,24.,70.0,20.,48.2,25.,65.0,21.,3.5,-,0,-,0,10.,25.0,-,0,0,212,82.
2017.08,Germany,0.96,34,30.,22.,74.0,25.,44.25,29.,55.0,-,0,-,0,-,0,-,0,-,0,35,138,87.
2016.08,Spain,0.97,29,24.,27.,36.9,8.,67.8,26.,64.0,-,0,-,0,-,0,-,0,-,0,0,169,59.
2016.07,Italy,0.85,20,15.,2.,97.24,8.,65.82,17.,69.23,-,0,-,0,-,0,-,0,-,0,0,232,56.
2014.09,Italy,0.85,20,11.,2.,94.52,5.,57.81,13.,86.72,11.,43.5,13.,3.48,13.,16.41,13.,5.0,-,0,0,307,51.
2013.08,Germany,1.00,40,27.,28.,58.3,7.,62.9,34.,70.0,-,0,20.,9.9,21.,4.5,-,0,-,0,0,206,36.
2012.08,Germany,0.99,32,15.,14.,74.5,2.,74.0,17.,85.0,13.,32.45,14.,44.32,16.,11.13,-,0,-,0,0,321,22.
2011.08,Germany,0.98,28,11.,5.,74.69,21.,50.96,8.,90.0,9.,25.84,12.,7.71,-,0,-,0,4.,50.12,0,299,13.
2010.08,Germany,1.00,15,14.,14.,43.26,8.,60.95,12.,60.0,-,0,-,0,-,0,-,0,-,0,0,164,14.
