date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.08,Germany,0.93,63,8.,1.,100.0,23.,61.94,24.,80.0,2.,106.08,6.,89.76,20.,22.99,-,0,-,0,0,461,44.
2022.07,Austria,0.95,30,16.,30.,37.0,20.,43.3,23.,76.6,8.,46.9,12.,23.0,12.,4.5,-,0,-,0,0,231,60.
2022.07,Netherlands,0.90,21,4.,6.,93.68,17.,50.65,11.,70.89,3.,49.17,3.,40.96,5.,18.39,-,0,-,0,0,324,43.
2021.10,Italy,0.85,18,7.,1.,100.0,5.,61.74,8.,116.9,3.,76.63,6.,29.15,7.,79.4,9.,24.0,8.,85.09,0,573,38.
2021.08,Germany,0.94,38,15.,13.,86.45,7.,66.15,24.,75.0,17.,38.19,18.,16.93,23.,4.5,15.,65.91,11.,87.53,0,441,49.
2021.07,Austria,0.92,27,7.,1.,98.0,10.,57.3,18.,75.1,8.,45.7,9.,39.0,-,0,8.,75.4,9.,28.1,-10,409,50.
2021.07,Netherlands,0.93,28,4.,17.,68.21,13.,63.96,15.,56.75,3.,44.39,-,0,6.,4.5,4.,88.11,3.,96.31,0,422,63.
2019.07,Netherlands,0.89,21,12.,18.,49.88,9.,64.2,14.,72.0,4.,39.55,-,0,8.,17.71,-,0,-,0,0,243,88.
2017.08,Germany,0.96,34,29.,31.,54.0,29.,34.56,30.,45.0,-,0,-,0,16.,17.38,-,0,-,0,5,146,73.
2017.08,Austria,0.92,19,15.,18.,51.0,17.,31.1,12.,84.5,-,0,-,0,-,0,-,0,-,0,0,167,65.
2016.08,Germany,1.00,37,30.,35.,37.12,23.,46.84,15.,95.0,-,0,-,0,-,0,-,0,-,0,-20,159,43.
2015.08,Austria,0.96,18,14.,13.,68.3,6.,62.0,16.,88.9,8.,41.0,12.,49.0,14.,60.4,14.,16.0,10.,65.7,0,451,19.
2015.08,Germany,0.98,39,10.,23.,59.26,19.,52.39,11.,100.0,13.,27.33,6.,30.56,18.,19.64,10.,150.42,5.,94.36,-35,499,20.
2014.08,Austria,0.97,18,17.,16.,49.3,9.,52.1,16.,82.4,6.,42.5,14.,30.3,10.,61.2,7.,22.0,-,0,-70,270,32.
2014.08,Germany,1.00,39,12.,10.,81.17,14.,58.8,22.,85.0,-,0,6.,33.67,18.,13.39,-,0,9.,91.14,0,363,25.
2013.09,Italy,0.95,24,13.,15.,57.1,10.,60.9,12.,111.0,6.,47.0,12.,9.4,14.,60.7,13.,21.0,1.,100.0,0,467,33.
2013.08,Germany,1.00,40,22.,17.,68.0,19.,53.9,26.,90.0,8.,41.8,19.,33.9,18.,17.2,-,0,-,0,0,305,37.
2012.08,Germany,0.99,32,31.,31.,16.11,31.,34.63,31.,40.0,-,0,-,0,-,0,-,0,-,0,0,91,51.
