date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.08,Germany,0.91,70,51.,13.,87.24,64.,35.34,30.,80.0,-,0,-,0,-,0,-,0,-,0,-10,193,143.
2023.07,Italy,0.85,30,13.,4.,96.93,3.,71.0,12.,106.69,-,0,-,0,-,0,-,0,-,0,0,275,98.
