date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,Spain,0.85,25,16.,18.,67.9,23.,37.4,20.,71.0,8.,38.0,11.,3.5,9.,4.5,-,0,-,0,0,222,190.
2024.07,Austria,0.93,38,34.,29.,58.0,-,0,36.,48.3,20.,7.0,16.,3.8,20.,5.0,9.,32.5,-,0,0,155,223.
2023.08,Alpe Adria,0.89,29,25.,23.,50.5,29.,28.0,26.,57.0,-,0,18.,3.5,16.,4.5,-,0,-,0,-10,134,199.
2023.08,Germany,0.92,70,61.,66.,43.62,58.,41.86,54.,50.0,-,0,-,0,-,0,-,0,-,0,0,135,201.
2023.08,Czech Republic,0.90,35,26.,23.,60.0,16.,62.0,26.,65.0,-,0,-,0,-,0,-,0,-,0,0,187,165.
2017.08,Germany,0.96,34,34.,34.,15.0,34.,22.89,-,0,-,0,-,0,-,0,-,0,-,0,35,3,125.
2014.09,Italy,0.85,20,9.,-,0,11.,42.19,10.,105.47,-,0,-,0,11.,40.34,6.,102.89,3.,93.46,-50,334,53.
2014.08,Germany,1.00,39,37.,25.,62.12,35.,30.66,37.,55.0,-,0,-,0,-,0,-,0,-,0,-5,143,56.
2012.09,Italy,0.85,17,12.,10.,53.38,8.,66.41,15.,67.0,12.,20.67,11.,22.5,11.,18.46,9.,30.77,9.,10.58,0,290,39.
2012.08,Germany,0.99,32,28.,27.,50.37,25.,49.39,19.,70.0,-,0,-,0,-,0,-,0,-,0,0,170,39.
2011.08,Germany,0.98,28,22.,20.,52.0,26.,42.55,19.,60.0,10.,4.33,13.,3.5,10.,4.5,-,0,-,0,0,167,28.
