date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Spain,0.85,38,10.,5.,2.,7.,-,5.,10.,-,-,0,330,78.
2022,Germany,0.93,63,43.,45.,27.,24.,-,-,-,-,-,0,203,78.
2022,Netherlands,0.90,21,5.,10.,4.,5.,-,-,4.,-,-,0,318,57.
2021,Netherlands,0.93,28,10.,7.,16.,16.,5.,-,5.,-,-,0,266,58.
2019,Spain,0.95,39,13.,3.,5.,11.,13.,11.,10.,13.,-,0,424,49.
2019,Germany,0.97,38,14.,7.,28.,8.,12.,9.,12.,-,-,-5,370,49.
2019,East,0.92,20,8.,2.,3.,5.,7.,5.,11.,-,-,0,425,51.
2019,Netherlands,0.89,21,9.,1.,2.,6.,10.,-,9.,-,-,0,308,57.
2018,Spain,0.97,38,24.,20.,38.,13.,-,20.,20.,-,-,0,230,43.
2017,Spain,0.97,30,18.,2.,24.,15.,10.,22.,21.,-,-,0,328,24.
2016,Australia,0.90,32,2.,12.,3.,1.,3.,6.,13.,9.,3.,0,832,7.
2016,Spain,0.97,29,7.,4.,22.,8.,8.,12.,14.,10.,2.,0,629,15.
2016,Germany,1.00,37,8.,3.,11.,23.,19.,17.,24.,6.,1.,0,454,21.
2016,United Kingdom,0.98,106,11.,3.,23.,23.,24.,34.,36.,18.,1.,0,593,22.
2015,Italy,0.85,20,8.,2.,7.,6.,4.,11.,2.,10.,-,-50,429,39.
2015,Spain,0.97,30,14.,1.,9.,22.,14.,17.,14.,-,-,0,289,48.
2015,United Kingdom,0.94,92,44.,8.,4.,44.,-,-,-,-,-,0,227,58.
