date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.08,Germany,0.91,70,4.,4.,97.0,4.,70.0,8.,110.0,11.,39.73,13.,43.6,6.,57.56,2.,190.01,1.,75.0,0,683,22.
2023.08,East,0.91,31,9.,20.,70.94,6.,67.1,13.,119.5,3.,51.95,2.,70.76,1.,100.0,-,0,-,0,0,480,44.
2022.08,Germany,0.93,63,5.,22.,80.0,8.,68.89,8.,100.0,10.,49.15,2.,107.86,4.,74.24,-,0,-,0,0,480,45.
2022.08,East,0.92,33,11.,13.,86.6,20.,45.08,13.,113.41,-,0,2.,70.62,-,0,-,0,-,0,0,316,61.
2022.07,Netherlands,0.90,21,8.,8.,87.08,7.,65.08,3.,121.29,-,0,-,0,-,0,-,0,-,0,0,273,54.
2021.08,Germany,0.94,38,21.,13.,86.45,10.,62.45,10.,100.0,26.,17.38,1.,75.0,23.,4.5,-,0,-,0,0,346,46.
2021.08,East,0.93,26,20.,14.,85.87,14.,59.56,3.,144.0,-,0,-,0,-,0,-,0,-,0,-10,279,30.
2019.08,Germany,0.97,38,10.,8.,93.0,9.,64.68,1.,150.0,-,0,2.,65.55,2.,90.19,-,0,-,0,-25,438,7.
2019.08,Austria,0.95,24,2.,4.,95.0,5.,68.8,1.,150.0,-,0,4.,45.3,2.,90.8,2.,281.7,2.,96.4,0,828,4.
2018.08,Spain,0.97,38,4.,10.,78.0,9.,66.0,6.,122.0,5.,69.2,-,0,2.,73.5,3.,275.8,14.,78.7,0,763,8.
2018.08,Germany,0.98,39,2.,15.,79.5,18.,49.22,5.,130.0,9.,48.54,2.,74.38,6.,72.8,2.,313.11,4.,91.01,0,859,11.
2018.08,Austria,0.97,19,12.,13.,86.0,3.,71.8,5.,122.0,1.,75.0,4.,63.3,-,0,-,0,-,0,0,418,38.
2017.08,Spain,0.97,30,14.,11.,87.0,18.,62.0,13.,105.5,12.,48.3,7.,57.3,10.,54.7,-,0,-,0,0,415,31.
2017.08,Germany,0.96,34,16.,16.,83.0,8.,67.36,10.,110.0,-,0,6.,55.38,14.,23.48,-,0,-,0,10,329,31.
2016.08,Germany,1.00,37,16.,9.,72.21,17.,48.89,5.,115.0,18.,35.86,9.,39.15,17.,54.62,-,0,-,0,0,366,15.
2016.08,Austria,0.99,18,6.,12.,55.9,9.,62.1,7.,128.3,10.,39.2,5.,57.5,9.,62.2,5.,238.8,11.,47.0,0,691,9.
2016.07,United Kingdom,0.98,106,23.,24.,60.6,18.,60.9,4.,142.0,6.,64.9,5.,44.6,7.,116.4,-,0,-,0,0,489,17.
2015.08,Austria,0.96,18,4.,16.,46.4,9.,56.6,5.,128.0,12.,32.5,6.,62.5,7.,76.3,5.,184.8,5.,71.8,0,659,12.
2015.07,United Kingdom,0.94,92,26.,28.,56.2,13.,61.3,3.,143.0,-,0,8.,27.3,13.,93.7,38.,6.0,-,0,0,388,23.
2014.08,Germany,1.00,39,9.,3.,87.03,12.,60.59,4.,128.0,6.,43.28,18.,19.99,4.,78.0,-,0,-,0,0,417,8.
2014.07,United Kingdom,0.98,90,9.,-,0,58.,40.3,7.,135.0,5.,43.0,5.,39.8,7.,113.6,5.,228.4,5.,94.6,-50,645,6.
