date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.09,Italy,0.93,34,4.,26.,69.65,17.,56.32,10.,123.65,3.,68.24,4.,72.14,3.,72.78,2.,290.98,5.,61.08,0,815,4.
2024.08,Czech Republic,0.90,46,2.,20.,75.3,32.,53.0,5.,130.0,3.,60.78,3.,36.6,2.,49.63,2.,297.12,10.,88.0,-10,780,1.
2024.07,Austria,0.93,38,4.,15.,75.0,28.,31.0,5.,137.5,4.,69.1,2.,59.8,8.,60.4,2.,251.8,7.,46.9,-10,722,1.
2023.08,Czech Republic,0.90,35,1.,7.,90.0,9.,67.0,5.,130.0,1.,75.0,1.,75.0,1.,100.0,1.,325.0,6.,90.74,0,953,1.
2023.07,Austria,0.93,34,1.,31.,51.0,30.,36.8,14.,112.7,18.,14.1,4.,48.8,4.,74.3,1.,325.0,3.,89.2,0,752,3.
2023.07,Italy,0.85,29,1.,14.,72.43,9.,63.35,3.,146.83,2.,73.4,1.,75.0,1.,100.0,1.,325.0,1.,100.0,0,956,4.
2022.09,Spain,0.85,38,2.,13.,80.6,4.,69.8,3.,139.0,3.,57.1,2.,68.2,2.,63.8,2.,166.6,4.,87.7,0,733,6.
2022.07,Czech Republic,0.85,19,1.,7.,72.0,6.,69.0,1.,150.0,2.,73.9,1.,75.0,1.,100.0,3.,271.13,3.,96.08,-20,887,10.
2022.07,United Kingdom,0.85,51,7.,15.,66.0,30.,62.9,2.,152.0,-,0,-,0,-,0,10.,14.0,3.,87.3,14,396,27.
2019.08,Spain,0.95,39,6.,10.,83.0,38.,39.0,8.,99.0,9.,58.9,2.,70.4,6.,59.1,6.,162.2,3.,97.0,0,669,6.
2019.08,Czech Republic,0.85,15,1.,8.,82.0,13.,49.0,4.,135.0,2.,73.81,1.,75.0,1.,100.0,1.,325.0,1.,100.0,0,940,5.
2019.07,United Kingdom,0.85,64,3.,23.,76.5,56.,21.2,1.,148.0,2.,70.0,1.,50.0,1.,150.0,2.,273.9,3.,91.6,-150,731,20.
2018.08,Spain,0.97,38,9.,13.,75.8,21.,56.0,4.,129.0,14.,50.3,11.,47.1,14.,30.7,9.,183.7,5.,90.1,0,663,27.
2018.08,Austria,0.97,19,14.,11.,89.0,19.,20.8,10.,109.0,3.,61.9,10.,37.6,11.,51.9,-,0,-,0,0,370,47.
2017.08,Spain,0.97,30,20.,18.,79.0,27.,48.0,9.,115.0,17.,3.5,21.,30.5,18.,28.3,-,0,-,0,0,304,43.
2017.08,Germany,0.96,34,25.,27.,64.0,27.,37.27,12.,105.0,-,0,-,0,-,0,-,0,-,0,25,181,38.
2016.08,Spain,0.97,29,10.,8.,76.6,7.,68.8,12.,109.0,12.,36.2,-,0,13.,33.4,9.,173.2,13.,91.9,0,589,21.
2016.08,Germany,1.00,37,20.,17.,68.26,19.,47.86,23.,80.0,16.,38.27,16.,14.98,16.,59.95,-,0,-,0,0,309,27.
2016.08,Austria,0.99,18,13.,7.,75.9,7.,66.2,10.,98.7,9.,41.6,7.,53.1,10.,49.8,16.,1.0,-,0,0,386,21.
2016.07,United Kingdom,0.98,106,25.,8.,73.9,14.,61.9,23.,110.0,41.,23.5,26.,24.1,26.,78.5,34.,20.0,8.,88.4,0,480,9.
2015.09,Italy,0.85,20,1.,5.,76.83,1.,75.0,1.,150.0,6.,58.6,1.,50.0,1.,150.0,2.,296.66,7.,92.63,-20,930,7.
2015.08,Spain,0.97,30,9.,5.,70.32,7.,63.47,15.,101.0,8.,40.15,8.,36.56,3.,75.33,-,0,11.,77.63,0,464,15.
2015.08,Germany,0.98,39,14.,4.,80.16,8.,65.61,10.,105.0,10.,31.52,-,0,7.,72.98,-,0,-,0,0,355,11.
2015.07,United Kingdom,0.94,92,2.,9.,71.1,53.,47.1,7.,130.0,14.,40.2,6.,31.3,8.,116.2,4.,263.3,7.,93.4,0,792,3.
2014.08,Spain,0.96,23,3.,6.,73.45,2.,74.0,5.,128.0,11.,37.01,8.,43.28,5.,60.86,1.,325.0,14.,72.96,0,815,5.
2014.08,Germany,1.00,39,10.,8.,83.14,13.,60.48,7.,120.0,9.,33.99,14.,26.68,7.,52.01,-,0,-,0,0,376,9.
2014.07,United Kingdom,0.98,90,21.,24.,60.5,70.,32.4,16.,114.0,4.,45.8,7.,36.9,11.,91.3,49.,4.0,-,0,0,385,8.
2013.09,Italy,0.95,24,3.,1.,78.2,4.,68.8,3.,136.0,4.,52.5,2.,42.3,4.,122.9,4.,237.3,2.,63.5,0,802,3.
2013.08,Germany,1.00,40,4.,5.,81.6,1.,75.0,4.,134.0,10.,38.4,12.,50.7,4.,76.0,6.,175.5,1.,100.0,0,731,3.
2013.07,United Kingdom,0.97,83,2.,25.,58.2,35.,51.9,3.,143.0,5.,56.0,4.,41.1,9.,124.4,2.,286.9,1.,100.0,-10,852,3.
2012.09,Italy,0.85,17,1.,5.,69.69,1.,75.0,1.,139.0,9.,42.44,2.,47.22,4.,127.96,1.,300.0,1.,100.0,0,901,8.
2012.08,Germany,0.99,32,12.,4.,79.6,1.,75.0,4.,130.0,10.,37.47,5.,65.44,12.,27.58,-,0,-,0,0,415,7.
