date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Lincoln,0.86,25,5.,7.,23.,16.,4.,6.,6.,5.,2.,0,601,41.
2019,Canada,0.85,12,6.,7.,12.,7.,4.,3.,4.,4.,-,0,245,75.
