date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,Czech Republic,0.90,46,30.,11.,83.5,24.,58.0,22.,94.6,-,0,-,0,-,0,-,0,-,0,0,236,162.
2024.07,Netherlands,0.93,31,23.,9.,70.0,25.,49.54,23.,56.0,-,0,-,0,-,0,-,0,-,0,-10,166,201.
