date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,United Kingdom,0.85,51,13.,9.,24.,1.,-,-,-,-,-,20,325,84.
2021,United Kingdom,0.85,32,24.,13.,4.,27.,-,-,-,-,-,0,214,99.
