date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,Germany,0.94,79,17.,5.,95.0,7.,69.59,17.,95.0,20.,37.43,3.,113.68,8.,62.51,-,0,-,0,0,473,27.
2024.08,Czech Republic,0.90,46,3.,9.,84.9,2.,74.0,3.,140.0,5.,55.4,4.,32.35,3.,37.36,3.,259.95,7.,92.7,0,777,17.
2024.07,Austria,0.93,38,10.,6.,95.0,7.,60.8,12.,118.0,8.,54.7,7.,40.6,9.,60.1,-,0,-,0,0,429,42.
2024.07,CH,0.85,15,2.,1.,96.0,1.,75.0,2.,148.0,2.,55.91,-,0,2.,71.79,2.,221.68,3.,35.39,0,704,36.
2023.08,Germany,0.92,70,15.,50.,63.01,1.,75.0,13.,100.0,29.,14.54,9.,69.78,31.,4.5,11.,50.48,-,0,0,377,47.
2023.08,East,0.92,31,16.,17.,82.33,18.,56.86,10.,121.0,13.,19.45,11.,35.95,7.,50.43,-,0,-,0,0,366,45.
2023.07,Austria,0.93,34,3.,16.,74.0,1.,75.0,18.,105.3,16.,28.9,17.,5.1,16.,26.3,2.,240.0,5.,73.8,0,628,27.
2023.07,Italy,0.85,29,3.,5.,96.89,1.,75.0,2.,148.94,4.,51.06,3.,53.74,3.,57.48,-,0,-,0,0,483,44.
2022.08,Germany,0.93,63,14.,33.,75.0,36.,56.11,2.,148.0,-,0,9.,79.75,17.,37.19,-,0,-,0,0,396,42.
2022.08,East,0.92,33,7.,6.,95.05,11.,67.03,3.,140.0,11.,37.13,8.,39.92,11.,4.5,-,0,-,0,-10,374,45.
2022.07,Italy,0.85,26,8.,6.,84.81,2.,72.0,4.,130.61,-,0,-,0,-,0,-,0,-,0,0,287,47.
2021.10,Italy,0.85,18,4.,3.,89.81,1.,75.0,5.,125.17,6.,54.31,8.,12.56,6.,84.01,5.,163.6,4.,95.35,0,700,30.
2021.08,East,0.93,26,11.,8.,94.14,7.,67.06,8.,126.0,11.,38.32,9.,51.11,15.,4.5,15.,25.85,3.,81.51,0,488,52.
2021.07,Netherlands,0.93,28,16.,14.,71.86,1.,75.0,12.,68.75,-,0,-,0,-,0,-,0,-,0,-10,206,92.
