date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.09,Spain,0.85,38,12.,12.,81.7,13.,63.6,2.,148.0,-,0,-,0,-,0,-,0,-,0,0,293,40.
2022.08,Germany,0.93,63,4.,16.,84.0,25.,61.46,4.,140.0,1.,113.32,1.,113.59,1.,100.0,-,0,-,0,-20,592,22.
2022.07,Austria,0.95,30,12.,12.,69.0,4.,71.0,7.,133.7,-,0,13.,21.9,-,0,-,0,-,0,0,296,34.
2021.10,Italy,0.85,18,2.,14.,45.27,4.,63.81,6.,123.1,7.,43.99,5.,38.74,5.,85.05,3.,235.1,1.,100.0,0,735,19.
2021.08,Germany,0.94,38,2.,26.,68.4,14.,59.71,1.,150.0,5.,64.45,2.,61.04,4.,70.32,6.,245.55,1.,100.0,-30,789,22.
2021.08,East,0.93,26,18.,15.,82.57,2.,74.0,18.,99.0,18.,18.27,15.,40.48,15.,4.5,-,0,-,0,0,319,46.
2021.07,Austria,0.92,27,20.,5.,89.9,14.,47.6,8.,108.8,-,0,-,0,13.,27.9,-,0,-,0,-49,225,30.
2021.07,Netherlands,0.93,28,8.,22.,36.54,25.,41.22,3.,147.3,7.,3.5,2.,74.5,-,0,-,0,-,0,0,303,9.
2019.08,Spain,0.95,39,1.,20.,62.0,24.,59.0,2.,140.0,5.,64.1,1.,75.0,1.,100.0,1.,325.0,7.,94.2,0,919,1.
2019.08,Germany,0.97,38,1.,8.,93.0,25.,49.14,5.,120.0,4.,66.79,1.,75.0,1.,100.0,1.,325.0,3.,96.81,0,926,1.
2019.08,Austria,0.95,24,1.,14.,70.7,3.,72.0,2.,145.0,3.,64.8,1.,75.0,1.,100.0,1.,325.0,3.,96.3,0,949,1.
2019.07,East,0.92,20,1.,9.,88.26,6.,69.53,5.,129.5,4.,59.67,1.,75.0,1.,100.0,1.,325.0,1.,100.0,0,947,2.
2018.12,Australia,0.85,14,1.,5.,68.5,9.,59.5,1.,150.0,1.,100.0,1.,75.0,1.,125.0,4.,232.3,1.,100.0,0,910,11.
2018.08,Spain,0.97,38,12.,2.,92.0,13.,63.0,2.,143.0,6.,67.5,2.,73.1,1.,100.0,-,0,-,0,0,539,22.
2018.08,Germany,0.98,39,10.,14.,80.0,6.,66.75,2.,146.0,3.,66.18,1.,75.0,1.,100.0,-,0,-,0,0,534,25.
2018.07,United Kingdom,0.88,70,4.,38.,61.0,21.,52.7,1.,149.0,1.,75.0,1.,50.0,1.,150.0,12.,128.4,1.,100.0,-100,666,24.
2017.08,Spain,0.97,30,11.,24.,66.0,19.,60.0,2.,142.0,6.,68.1,5.,64.0,9.,58.9,-,0,-,0,0,459,30.
2017.08,Germany,0.96,34,15.,24.,69.0,5.,69.34,4.,138.0,-,0,2.,71.37,-,0,-,0,-,0,5,343,30.
2017.08,Austria,0.92,19,6.,6.,92.0,4.,66.8,1.,150.0,3.,64.9,4.,71.0,9.,7.5,-,0,-,0,-25,427,27.
2017.07,East,0.99,38,24.,17.,77.8,18.,57.5,3.,144.0,-,0,-,0,22.,21.0,-,0,-,0,0,300,18.
2016.08,Spain,0.97,29,3.,1.,89.0,2.,74.0,3.,138.0,5.,60.1,3.,66.8,2.,87.7,4.,283.3,15.,84.4,0,883,4.
2016.08,Germany,1.00,37,7.,11.,71.11,10.,65.49,10.,105.0,6.,58.52,-,0,4.,91.91,-,0,11.,90.4,0,482,7.
2016.08,Austria,0.99,18,4.,2.,87.3,6.,67.4,2.,140.0,5.,51.8,3.,68.2,5.,81.0,4.,301.8,13.,34.1,0,832,5.
2016.07,United Kingdom,0.98,106,19.,70.,37.3,22.,60.6,15.,125.0,-,0,-,0,-,0,8.,202.7,4.,93.8,0,519,10.
2015.08,Hungary,0.90,37,14.,14.,72.1,33.,37.98,7.,120.0,4.,60.08,1.,50.0,2.,148.49,21.,22.0,6.,84.32,0,595,8.
2015.08,Austria,0.96,18,5.,7.,75.2,11.,45.2,3.,131.4,5.,63.4,1.,75.0,-,0,4.,218.8,13.,57.8,-20,647,7.
2015.07,United Kingdom,0.94,92,5.,24.,57.0,13.,61.3,34.,95.0,4.,64.9,7.,27.5,7.,128.0,13.,208.5,8.,92.7,-10,725,7.
2014.08,Hungary,0.90,38,5.,12.,71.49,12.,62.86,7.,138.0,2.,61.05,1.,50.0,8.,116.64,8.,209.44,1.,100.0,0,809,11.
2014.08,Germany,1.00,39,11.,17.,71.16,7.,64.89,22.,85.0,5.,46.44,8.,30.09,5.,76.23,-,0,-,0,0,374,23.
2014.07,United Kingdom,0.98,90,62.,57.,41.3,59.,40.2,40.,90.0,-,0,-,0,-,0,-,0,-,0,0,171,26.
2013.08,Austria,0.97,39,12.,10.,67.03,32.,40.5,24.,83.0,16.,33.74,11.,25.38,11.,80.37,12.,175.72,2.,98.68,0,604,10.
2013.08,Germany,1.00,40,11.,27.,58.6,15.,55.8,5.,130.0,17.,28.8,6.,62.1,3.,87.1,-,0,14.,69.2,0,492,12.
2012.08,Hungary,0.91,39,28.,25.,62.04,33.,52.5,12.,128.0,8.,63.23,-,0,-,0,-,0,-,0,0,306,13.
2012.08,Germany,0.99,32,6.,7.,78.27,21.,53.05,3.,135.0,9.,42.33,17.,38.06,-,0,6.,161.38,3.,88.54,0,597,5.
2012.07,Austria,0.95,37,14.,32.,41.1,12.,59.4,5.,125.0,4.,60.7,2.,72.3,25.,11.8,22.,87.3,1.,100.0,-10,548,4.
