date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.12,Australia,0.90,22,10.,19.,5.38,11.,50.95,16.,71.0,3.,71.09,7.,33.98,-,0,6.,218.88,12.,53.24,0,505,29.
2022.12,Australia,0.90,20,3.,18.,10.27,10.,54.21,11.,99.0,2.,62.16,9.,37.23,1.,125.0,3.,249.84,5.,67.5,0,705,25.
2019.12,Australia,0.85,16,11.,9.,45.0,9.,52.5,6.,109.4,-,0,9.,3.5,11.,34.0,10.,7.0,-,0,0,251,72.
2018.12,Australia,0.85,14,11.,10.,52.0,6.,66.1,8.,112.1,-,0,-,0,-,0,-,0,-,0,0,230,51.
2016.12,Australia,0.90,32,6.,17.,59.2,20.,51.9,9.,121.0,5.,63.7,9.,44.7,9.,76.0,10.,266.5,2.,99.3,0,782,14.
2015.12,Australia,0.92,29,22.,18.,59.5,17.,57.7,6.,126.0,-,0,-,0,-,0,-,0,-,0,0,243,41.
2014.12,Australia,0.89,22,11.,12.,62.0,3.,65.0,5.,129.0,14.,35.0,10.,44.0,15.,45.0,15.,18.0,5.,78.0,0,479,28.
2013.12,Australia,0.87,23,18.,17.,58.4,8.,37.0,15.,151.0,13.,31.2,10.,40.4,16.,38.8,-,0,-,0,0,357,38.
2012.12,Australia,0.88,21,18.,13.,61.2,7.,37.2,9.,123.0,15.,29.6,17.,3.5,17.,46.1,16.,32.0,-,0,0,333,34.
2011.12,Australia,0.87,23,21.,10.,70.7,15.,41.85,14.,101.0,18.,24.49,18.,3.5,18.,5.0,-,0,-,0,0,247,23.
2010.12,Australia,0.90,27,24.,16.,62.2,27.,22.3,17.,80.0,-,0,-,0,-,0,-,0,-,0,0,164,17.
