date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2021,Italy,0.85,18,3.,2.,2.,1.,2.,1.,1.,7.,7.,-20,713,21.
2021,Germany,0.94,38,13.,10.,1.,4.,9.,3.,8.,-,-,0,473,26.
2021,East,0.93,26,7.,1.,20.,4.,-,5.,5.,7.,10.,0,652,21.
2021,Austria,0.92,27,12.,3.,6.,6.,-,-,6.,-,-,0,341,27.
2019,Spain,0.95,39,7.,11.,27.,2.,4.,3.,17.,11.,6.,0,598,16.
2019,Germany,0.97,38,2.,5.,3.,3.,2.,5.,8.,4.,2.,0,760,17.
2019,East,0.92,20,12.,4.,8.,2.,-,-,-,-,-,0,307,40.
2018,Spain,0.97,38,19.,17.,29.,5.,13.,8.,16.,-,-,0,361,24.
2018,Germany,0.98,39,4.,1.,11.,4.,21.,9.,15.,3.,2.,-5,791,9.
2018,Austria,0.97,19,16.,13.,15.,5.,-,-,14.,-,-,-19,238,20.
2017,Spain,0.97,30,3.,6.,5.,5.,3.,8.,1.,5.,6.,0,836,4.
2017,Germany,0.96,34,6.,1.,6.,3.,12.,1.,18.,7.,7.,15,666,4.
2017,Austria,0.92,19,2.,3.,5.,3.,4.,2.,2.,2.,4.,0,892,1.
2017,East,0.99,38,2.,4.,15.,10.,1.,1.,1.,2.,7.,0,937,1.
2016,Spain,0.97,29,4.,15.,8.,4.,4.,8.,3.,3.,7.,0,865,1.
2016,Germany,1.00,37,1.,6.,3.,3.,3.,1.,1.,2.,2.,-5,918,1.
2016,Austria,0.99,18,2.,9.,1.,6.,3.,6.,2.,3.,7.,0,866,2.
2016,United Kingdom,0.98,106,18.,26.,19.,3.,1.,2.,5.,64.,-,0,521,4.
2015,Spain,0.97,30,2.,7.,5.,2.,4.,4.,2.,1.,5.,0,897,2.
2015,Hungary,0.90,37,1.,5.,9.,4.,1.,3.,1.,1.,4.,0,942,6.
2015,Germany,0.98,39,12.,2.,13.,2.,4.,4.,2.,-,-,0,472,14.
2015,United Kingdom,0.94,92,37.,13.,25.,6.,-,-,-,41.,-,0,267,16.
2014,Spain,0.96,23,2.,3.,7.,2.,3.,5.,3.,3.,12.,0,870,3.
2014,Hungary,0.90,38,3.,9.,16.,9.,1.,3.,4.,4.,3.,0,884,6.
2014,Germany,1.00,39,13.,22.,2.,11.,4.,-,8.,-,-,0,353,17.
2014,United Kingdom,0.98,90,47.,41.,51.,21.,-,-,-,-,-,0,203,19.
2013,Austria,0.97,39,16.,16.,2.,3.,4.,12.,2.,-,8.,-55,485,5.
2013,Hungary,0.92,37,4.,4.,18.,7.,1.,28.,1.,7.,2.,0,848,4.
2013,Germany,1.00,40,3.,15.,8.,2.,3.,7.,1.,7.,6.,0,759,5.
2013,United Kingdom,0.97,83,30.,12.,61.,6.,-,3.,-,26.,6.,0,386,10.
2012,Spain,0.85,13,2.,4.,6.,2.,2.,4.,2.,3.,-,0,827,4.
2012,Hungary,0.91,39,2.,13.,26.,8.,3.,2.,4.,5.,4.,0,838,5.
2012,Germany,0.99,32,9.,10.,3.,9.,5.,4.,3.,-,13.,-10,459,9.
2012,Austria,0.95,37,20.,8.,9.,16.,14.,-,26.,23.,7.,-5,440,6.
2011,Germany,0.98,28,5.,16.,1.,4.,-,3.,8.,3.,6.,0,675,7.
2010,Germany,1.00,15,8.,8.,3.,9.,-,-,-,-,-,0,233,8.
