date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Spain,0.85,38,7.,6.,12.,7.,10.,11.,5.,-,-,0,370,60.
2022,Germany,0.93,63,30.,25.,4.,10.,-,-,23.,-,-,0,262,59.
2021,Germany,0.94,38,19.,10.,34.,11.,13.,7.,7.,-,-,0,391,60.
2021,Spain,0.85,16,8.,10.,4.,7.,2.,1.,2.,-,-,-100,388,55.
2021,Austria,0.92,27,13.,12.,13.,7.,12.,11.,7.,-,-,-10,340,52.
2021,Netherlands,0.93,28,13.,2.,14.,10.,-,-,-,-,-,0,250,51.
2019,Spain,0.95,39,8.,11.,3.,8.,25.,9.,14.,8.,4.,0,541,27.
2018,Spain,0.97,38,18.,9.,2.,8.,15.,14.,19.,-,-,0,365,33.
2018,Germany,0.98,39,16.,26.,5.,7.,10.,6.,16.,-,-,-5,402,27.
2017,Spain,0.97,30,9.,2.,3.,7.,11.,12.,15.,9.,10.,0,640,14.
2017,Germany,0.96,34,7.,1.,17.,13.,8.,8.,12.,8.,11.,0,633,21.
2017,Austria,0.92,19,9.,1.,11.,9.,5.,9.,5.,-,-,0,389,28.
2016,Spain,0.97,29,12.,18.,4.,9.,15.,11.,16.,11.,1.,0,541,13.
2016,Czech Republic,0.85,10,1.,6.,4.,2.,5.,3.,2.,3.,1.,0,806,15.
2016,Italy,0.85,20,6.,5.,1.,4.,6.,4.,4.,6.,2.,0,604,31.
2015,Spain,0.97,30,13.,9.,3.,15.,13.,18.,14.,8.,-,0,309,44.
2015,Germany,0.98,39,23.,20.,20.,14.,-,-,-,-,-,0,211,49.
2014,Spain,0.96,23,16.,10.,3.,14.,-,17.,14.,-,-,0,270,46.
2014,Germany,1.00,39,24.,11.,22.,11.,-,-,-,-,-,0,238,43.
2013,Italy,0.95,24,15.,6.,5.,9.,15.,10.,-,16.,-,0,283,36.
2013,Spain,0.85,16,9.,3.,5.,6.,14.,5.,13.,-,1.,0,456,30.
2013,Germany,1.00,40,24.,1.,11.,18.,-,-,21.,-,-,0,247,32.
2012,Italy,0.85,17,9.,2.,5.,11.,6.,7.,8.,9.,9.,0,477,30.
2012,Spain,0.85,13,12.,5.,8.,8.,9.,5.,10.,-,-,-60,225,40.
2012,Germany,0.99,32,27.,2.,29.,27.,-,-,-,-,-,0,180,35.
