date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2019.08,Spain,0.95,39,25.,21.,60.0,30.,53.0,21.,76.0,20.,35.3,-,0,-,0,-,0,-,0,0,224,94.
2019.08,Austria,0.95,24,22.,23.,45.5,23.,33.9,13.,96.1,-,0,-,0,-,0,-,0,-,0,-29,146,103.
2018.08,Spain,0.97,38,23.,20.,62.5,20.,57.0,21.,81.0,22.,33.4,23.,3.5,20.,4.5,-,0,-,0,0,242,78.
2018.08,Germany,0.98,39,31.,29.,61.0,33.,35.96,26.,60.0,-,0,-,0,-,0,-,0,-,0,-5,152,96.
2017.08,Spain,0.97,30,26.,25.,60.0,13.,64.0,22.,72.0,-,0,-,0,-,0,-,0,-,0,0,196,88.
2017.08,Germany,0.96,34,32.,21.,75.0,31.,29.94,22.,75.0,-,0,-,0,-,0,-,0,-,0,94,86,101.
2016.08,Germany,1.00,37,31.,19.,65.52,35.,29.54,28.,70.0,-,0,-,0,-,0,-,0,-,0,-10,155,59.
2016.07,Italy,0.85,20,12.,19.,44.63,18.,31.38,16.,76.57,8.,4.29,10.,12.88,8.,62.44,6.,13.0,-,0,0,245,57.
2015.08,Spain,0.97,30,21.,27.,29.0,22.,43.87,19.,94.0,19.,12.26,19.,11.46,-,0,8.,25.0,-,0,0,216,54.
2015.08,Germany,0.98,39,36.,31.,39.92,27.,41.47,28.,70.0,-,0,-,0,-,0,-,0,-,0,-40,111,45.
2015.07,United Kingdom,0.94,92,29.,-,0,68.,40.7,16.,115.0,-,0,-,0,-,0,21.,120.7,2.,99.6,-10,366,31.
2014.09,Italy,0.85,20,8.,-,0,19.,28.13,6.,137.11,7.,53.0,7.,30.36,3.,123.79,8.,20.0,7.,86.74,0,479,29.
2013.09,Spain,0.85,16,10.,8.,74.4,13.,47.4,16.,59.0,8.,50.4,7.,56.9,2.,95.7,-,0,-,0,0,384,31.
2013.08,Germany,1.00,40,16.,38.,44.9,28.,44.9,34.,70.0,19.,13.8,-,0,17.,19.3,11.,86.0,2.,94.6,0,374,27.
2012.09,Spain,0.85,13,10.,8.,62.4,13.,55.2,4.,117.0,11.,3.5,9.,29.95,6.,26.07,-,0,-,0,0,294,31.
2012.08,Germany,0.99,32,20.,29.,49.0,16.,57.32,6.,110.0,19.,15.2,13.,44.87,-,0,-,0,-,0,0,276,26.
2012.07,United Kingdom,0.95,97,41.,66.,44.3,57.,40.2,17.,113.0,-,0,-,0,19.,50.0,26.,23.0,-,0,-27,243,18.
2011.08,Germany,0.98,28,14.,23.,25.5,13.,59.45,16.,75.0,11.,3.5,7.,51.21,7.,19.49,-,0,-,0,-5,229,20.
2010.08,Germany,1.00,15,15.,13.,43.87,12.,44.66,12.,60.0,-,0,-,0,-,0,-,0,-,0,0,149,15.
