date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.06,Michigan,0.90,61,60.,46.,45.5,56.,27.8,52.,35.0,-,0,-,0,-,0,-,0,-,0,-40,68,220.
2022.06,Michigan,0.91,43,32.,4.,86.5,-,0,31.,50.0,-,0,-,0,-,0,-,0,-,0,0,136,77.
2019.06,Lincoln,0.86,25,4.,2.,89.4,10.,64.2,8.,100.0,-,0,-,0,10.,60.4,2.,243.0,5.,93.7,0,651,39.
2018.06,Lincoln,0.85,21,17.,1.,91.6,-,0,13.,60.0,-,0,-,0,-,0,-,0,-,0,0,152,72.
2017.06,Lincoln,0.85,21,6.,11.,68.3,15.,43.5,11.,70.0,4.,62.0,5.,46.3,6.,50.2,5.,11.0,3.,95.0,0,446,36.
