date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Alpe Adria,0.85,25,7.,11.,9.,5.,6.,14.,12.,8.,2.,-30,560,47.
2022,East,0.92,33,15.,31.,15.,9.,14.,18.,11.,5.,-,0,291,96.
2022,Netherlands,0.90,21,17.,17.,18.,16.,-,-,-,-,-,0,161,103.
2021,East,0.93,26,23.,23.,15.,14.,20.,20.,-,-,-,0,263,85.
2021,Czech Republic,0.85,14,6.,2.,-,2.,4.,5.,3.,-,-,0,289,82.
2021,Netherlands,0.93,28,17.,15.,17.,17.,-,-,-,-,-,-5,177,77.
2019,Czech Republic,0.85,15,8.,10.,8.,6.,3.,8.,9.,-,-,0,370,69.
2019,Germany,0.97,38,17.,33.,8.,17.,5.,20.,19.,-,-,0,282,73.
2019,Italy,0.85,25,10.,10.,11.,7.,-,-,10.,-,-,0,260,76.
2019,Netherlands,0.89,21,10.,7.,10.,4.,-,-,-,-,-,0,266,72.
2017,Czech Republic,0.86,14,10.,11.,11.,4.,-,-,7.,8.,-,0,298,53.
2016,Spain,0.97,29,16.,23.,16.,10.,11.,-,11.,14.,-,0,324,42.
2016,Germany,1.00,37,24.,10.,20.,25.,11.,14.,-,-,-,-20,242,47.
2016,United Kingdom,0.98,106,57.,61.,44.,15.,-,-,-,-,-,0,217,40.
2015,Czech Republic,0.85,13,4.,3.,3.,2.,9.,10.,6.,5.,5.,0,623,25.
2015,Germany,0.98,39,16.,6.,18.,23.,7.,10.,14.,-,-,0,297,40.
2015,United Kingdom,0.94,92,38.,40.,49.,7.,-,-,31.,-,-,0,265,42.
2014,Spain,0.96,23,15.,13.,10.,11.,16.,11.,12.,-,5.,0,391,35.
2014,Germany,1.00,39,23.,30.,11.,20.,16.,-,17.,-,-,0,241,48.
2014,United Kingdom,0.98,90,50.,45.,10.,51.,-,-,-,-,-,0,194,45.
2013,Austria,0.97,39,28.,35.,33.,28.,20.,15.,24.,19.,-,0,275,32.
2013,United Kingdom,0.97,83,41.,23.,32.,28.,-,36.,34.,58.,-,0,302,29.
2012,Italy,0.85,17,11.,14.,9.,8.,2.,10.,12.,9.,9.,0,323,27.
2012,Germany,0.99,32,11.,23.,19.,24.,7.,23.,14.,8.,8.,0,430,18.
2012,United Kingdom,0.95,97,52.,11.,83.,25.,-,-,-,-,-,-2,197,24.
