date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,East,0.92,33,30.,23.,26.,33.,-,-,-,-,-,0,150,211.
2022,Netherlands,0.90,21,21.,-,21.,-,-,-,-,-,-,-10,24,235.
