date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.06,Michigan,0.95,69,12.,13.,77.2,32.,47.4,4.,135.0,19.,29.6,5.,56.7,8.,103.6,19.,124.7,4.,73.3,0,648,42.
2023.06,Michigan,0.88,61,19.,2.,94.3,47.,38.3,22.,80.0,-,0,15.,19.7,10.,80.6,16.,11.0,-,0,0,324,77.
2022.06,Michigan,0.91,43,11.,3.,88.7,27.,59.0,6.,110.0,-,0,-,0,-,0,-,0,-,0,0,258,89.
2019.06,Lincoln,0.86,25,15.,4.,85.5,20.,49.4,10.,90.0,-,0,-,0,-,0,-,0,-,0,0,225,84.
2018.06,Lincoln,0.85,21,14.,12.,71.7,6.,68.4,5.,100.0,-,0,-,0,-,0,-,0,-,0,-48,192,82.
2017.06,Lincoln,0.85,21,9.,13.,64.3,4.,70.6,4.,110.0,-,0,-,0,-,0,-,0,-,0,0,245,69.
