date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.08,Germany,0.91,70,70.,68.,31.02,62.,38.22,66.,30.0,-,0,-,0,-,0,-,0,-,0,-40,59,291.
2022.08,Germany,0.93,63,63.,59.,41.0,62.,34.17,62.,30.0,-,0,-,0,-,0,-,0,-,0,-50,55,240.
2022.07,Austria,0.95,30,30.,28.,39.0,30.,4.7,30.,32.9,-,0,-,0,-,0,-,0,-,0,-40,37,233.
2022.07,Italy,0.85,26,26.,-,0,24.,20.41,-,0,-,0,-,0,-,0,-,0,-,0,0,20,223.
2018.08,Spain,0.97,38,31.,29.,38.5,10.,65.0,33.,43.0,-,0,-,0,-,0,-,0,-,0,0,146,48.
2017.08,Spain,0.97,30,10.,27.,59.0,23.,51.0,21.,87.0,13.,42.1,16.,41.1,20.,22.5,10.,126.5,9.,93.9,0,523,19.
2017.08,Germany,0.96,34,9.,4.,96.0,30.,30.82,15.,90.0,13.,24.73,13.,36.23,15.,21.41,6.,177.97,4.,90.53,15,553,20.
2016.08,Spain,0.97,29,8.,7.,82.7,25.,51.4,19.,97.0,16.,30.5,15.,31.1,12.,36.4,6.,187.2,8.,95.3,0,612,16.
2016.08,Germany,1.00,37,19.,15.,70.01,32.,42.84,15.,95.0,22.,20.03,7.,40.39,19.,48.93,-,0,-,0,0,317,20.
2015.08,Spain,0.97,30,6.,8.,65.43,13.,56.93,14.,102.0,11.,30.66,11.,29.44,9.,46.98,5.,180.21,6.,87.5,0,599,8.
2015.08,Germany,0.98,39,6.,15.,67.56,14.,57.27,4.,120.0,8.,32.6,14.,3.5,12.,50.04,9.,157.83,6.,94.21,0,583,12.
2014.08,Spain,0.96,23,9.,12.,59.86,6.,62.33,15.,100.0,10.,40.7,9.,35.28,10.,26.45,10.,117.94,4.,94.58,0,537,16.
2014.08,Germany,1.00,39,6.,14.,74.49,31.,39.34,34.,65.0,10.,33.95,22.,13.1,10.,41.85,7.,147.94,1.,100.0,0,516,16.
2013.08,Germany,1.00,40,38.,29.,57.2,33.,36.2,18.,100.0,-,0,-,0,-,0,-,0,-,0,-40,153,34.
2012.08,Germany,0.99,32,7.,6.,78.94,9.,63.41,19.,70.0,-,0,11.,45.37,7.,42.66,4.,174.53,10.,23.08,0,498,12.
2011.08,Germany,0.98,28,21.,19.,56.11,27.,40.92,18.,70.0,-,0,-,0,-,0,-,0,-,0,0,167,27.
