date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.06,Michigan,0.95,69,38.,31.,70.5,41.,43.7,21.,85.0,-,0,-,0,-,0,-,0,-,0,0,199,157.
2019.06,Canada,0.85,12,10.,8.,66.1,11.,36.6,8.,60.0,-,0,-,0,-,0,-,0,-,0,0,163,114.
2017.06,Lincoln,0.85,21,14.,3.,81.7,19.,31.2,11.,70.0,-,0,-,0,-,0,-,0,-,0,0,183,91.
