date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.08,Germany,0.94,79,53.,16.,85.0,66.,41.93,51.,60.0,44.,11.19,37.,11.86,39.,5.0,-,0,-,0,0,215,145.
2024.08,Spain,0.85,25,13.,8.,93.1,16.,51.9,21.,66.0,11.,12.8,-,0,-,0,-,0,4.,51.4,-11,264,142.
2024.07,Netherlands,0.93,31,26.,21.,51.0,13.,58.12,26.,43.0,-,0,-,0,-,0,-,0,-,0,-15,137,135.
2023.08,Germany,0.92,70,33.,23.,83.37,37.,51.45,47.,60.0,22.,26.79,31.,15.92,20.,25.91,-,0,-,0,-20,243,81.
2023.07,Austria,0.93,34,10.,2.,97.0,11.,58.9,29.,68.9,17.,21.3,18.,3.5,15.,32.2,4.,191.6,8.,17.8,0,491,61.
2023.07,Netherlands,0.92,33,25.,14.,74.81,28.,35.0,25.,64.77,-,0,-,0,-,0,-,0,-,0,-25,150,119.
2022.09,Spain,0.85,38,20.,10.,84.0,14.,63.0,17.,106.0,16.,8.2,17.,3.5,10.,4.5,-,0,-,0,0,269,71.
2022.08,Germany,0.93,63,16.,4.,94.0,20.,62.71,18.,85.0,31.,8.59,-,0,29.,4.5,8.,54.87,4.,63.51,0,373,57.
2022.07,Netherlands,0.90,21,10.,4.,96.0,16.,52.26,8.,83.5,-,0,-,0,-,0,-,0,-,0,-10,222,65.
2021.08,Germany,0.94,38,14.,4.,91.2,26.,51.35,11.,95.0,24.,18.01,22.,6.62,22.,12.6,13.,114.91,7.,92.9,-10,473,62.
2021.08,Spain,0.85,16,11.,2.,95.3,-,0,13.,75.0,7.,12.1,-,0,5.,69.5,-,0,-,0,0,252,75.
2019.08,Germany,0.97,38,21.,15.,87.0,12.,61.45,21.,75.0,19.,3.5,16.,21.89,19.,4.5,-,0,-,0,-5,248,66.
2019.07,Italy,0.85,25,9.,3.,90.07,3.,67.02,6.,125.0,-,0,-,0,-,0,10.,4.0,-,0,0,286,58.
2018.08,Germany,0.98,39,11.,19.,78.0,17.,49.73,15.,95.0,19.,8.94,19.,31.55,22.,4.5,9.,140.1,3.,91.15,0,499,44.
2018.07,Italy,0.85,18,6.,1.,100.0,2.,72.58,6.,114.64,7.,4.5,9.,3.5,9.,6.5,4.,25.0,-,0,0,327,55.
2017.08,Germany,0.96,34,21.,11.,88.0,14.,58.99,24.,70.0,17.,3.5,14.,31.7,18.,4.5,-,0,-,0,35,222,48.
2017.07,Italy,0.85,18,5.,1.,100.0,7.,62.23,11.,85.42,8.,4.5,6.,46.11,7.,56.88,5.,129.46,1.,100.0,0,585,46.
2016.08,Germany,1.00,37,28.,20.,63.94,30.,43.76,25.,75.0,-,0,-,0,-,0,-,0,-,0,-15,168,62.
2016.07,Italy,0.85,20,13.,9.,73.55,2.,74.24,13.,92.31,-,0,-,0,-,0,-,0,-,0,0,240,59.
