date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,Spain,0.85,38,22.,33.,18.,21.,-,-,3.,-,-,0,267,86.
2022,Alpe Adria,0.85,25,11.,13.,10.,11.,3.,5.,3.,-,-,-40,409,71.
2022,Germany,0.93,63,57.,57.,40.,57.,15.,-,-,-,-,-45,131,115.
2022,Czech Republic,0.85,19,7.,13.,14.,6.,-,-,2.,-,-,0,308,79.
2021,Germany,0.94,38,24.,30.,25.,15.,10.,11.,21.,-,-,-30,289,75.
2021,Austria,0.92,27,16.,22.,18.,9.,-,-,9.,-,-,-10,257,66.
2019,Spain,0.95,39,19.,21.,8.,15.,15.,19.,19.,-,-,0,303,56.
2019,Czech Republic,0.85,15,9.,9.,8.,3.,-,-,-,-,-,0,280,40.
2019,Germany,0.97,38,26.,31.,19.,17.,-,-,-,-,-,-15,188,25.
2018,Spain,0.97,38,3.,15.,16.,11.,7.,12.,4.,4.,13.,0,766,2.
2018,Germany,0.98,39,3.,7.,18.,17.,7.,8.,4.,1.,5.,-10,837,2.
2017,Germany,0.96,34,4.,23.,20.,13.,6.,11.,3.,2.,8.,0,782,6.
2017,Czech Republic,0.86,14,1.,4.,12.,2.,2.,3.,1.,1.,6.,0,933,7.
2016,Germany,1.00,37,4.,25.,27.,15.,8.,8.,2.,3.,8.,0,758,5.
2016,Czech Republic,0.85,10,5.,2.,7.,1.,1.,1.,1.,-,-,0,560,20.
2016,United Kingdom,0.98,106,24.,14.,68.,7.,4.,13.,4.,-,-,0,487,19.
2015,Hungary,0.90,37,3.,8.,12.,18.,21.,4.,5.,7.,5.,0,753,18.
2015,Germany,0.98,39,24.,21.,16.,31.,-,-,-,-,-,0,184,32.
2015,United Kingdom,0.94,92,16.,23.,42.,12.,7.,3.,9.,29.,4.,0,549,21.
2014,Austria,0.97,18,15.,18.,9.,10.,17.,18.,11.,16.,-,0,286,23.
2014,Germany,1.00,39,17.,21.,17.,16.,17.,14.,16.,-,-,0,281,12.
2013,Germany,1.00,40,6.,6.,17.,18.,18.,13.,8.,4.,11.,0,641,4.
2013,United Kingdom,0.97,83,7.,57.,50.,22.,28.,20.,35.,7.,5.,0,656,6.
