date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2022,United Kingdom,0.85,51,27.,31.,8.,19.,-,-,-,-,-,0,212,163.
2019,United Kingdom,0.85,64,51.,44.,49.,49.,-,-,-,-,-,0,136,149.
2019,United Kingdom,0.85,64,61.,60.,-,51.,-,-,-,-,-,0,59,149.
2018,United Kingdom,0.88,70,48.,49.,21.,49.,35.,30.,37.,47.,-,-14,166,102.
2017,United Kingdom,0.85,62,37.,13.,34.,32.,-,-,-,-,-,0,186,93.
2016,United Kingdom,0.98,106,97.,77.,85.,50.,-,-,-,-,-,-50,98,64.
2014,Italy,0.85,20,13.,3.,8.,12.,-,8.,14.,10.,-,0,285,48.
2014,United Kingdom,0.98,90,53.,61.,65.,40.,-,-,-,24.,-,0,190,40.
2013,Hungary,0.92,37,24.,8.,18.,33.,25.,11.,26.,-,-,0,344,25.
2013,Germany,1.00,40,10.,2.,10.,18.,-,18.,15.,9.,4.,0,540,18.
2013,United Kingdom,0.97,83,43.,42.,23.,27.,-,45.,40.,-,-,0,272,33.
2012,Germany,0.99,32,16.,22.,32.,28.,12.,22.,18.,11.,14.,0,321,19.
