date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.07,United Kingdom,0.85,51,13.,1.,115.0,4.,101.0,17.,92.0,-,0,-,0,-,0,10.,13.0,-,0,14,336,70.
2023.08,Spain,0.85,19,4.,7.,88.7,13.,54.1,8.,92.6,4.,57.3,6.,15.3,2.,98.5,3.,169.8,2.,51.0,0,627,54.
2023.07,United Kingdom,0.85,60,18.,1.,115.0,36.,57.8,27.,79.0,-,0,-,0,-,0,9.,23.0,-,0,9,284,117.
2023.07,Italy,0.85,29,21.,13.,75.32,15.,51.44,21.,51.76,-,0,-,0,-,0,-,0,-,0,0,179,118.
2022.09,Spain,0.85,38,18.,13.,80.6,18.,61.9,22.,94.0,12.,26.6,17.,3.5,10.,4.5,-,0,-,0,0,271,80.
2022.07,Italy,0.85,26,9.,9.,79.01,14.,50.59,17.,85.71,3.,51.27,7.,3.5,6.,6.5,-,0,-,0,0,277,66.
2022.07,United Kingdom,0.85,51,8.,9.,83.0,39.,51.5,6.,115.0,-,0,-,0,-,0,9.,15.0,2.,97.1,12,374,64.
2021.07,United Kingdom,0.85,32,11.,1.,120.0,13.,70.9,11.,100.0,-,0,-,0,-,0,9.,15.0,1.,100.0,-50,356,61.
2019.08,Spain,0.95,39,16.,19.,67.0,6.,70.5,20.,80.0,24.,11.4,-,0,20.,4.5,12.,51.0,12.,87.2,0,372,64.
2019.07,United Kingdom,0.85,64,31.,16.,88.1,34.,38.1,6.,120.0,-,0,-,0,-,0,-,0,-,0,0,246,72.
2018.07,United Kingdom,0.88,70,17.,35.,63.0,3.,68.0,16.,105.0,16.,44.2,23.,9.2,24.,42.7,23.,31.0,2.,87.6,-8,442,46.
2017.07,United Kingdom,0.85,62,39.,26.,45.8,45.,42.9,20.,87.0,-,0,-,0,-,0,43.,4.0,-,0,0,180,92.
