date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.07,Italy,0.85,26,25.,-,0,11.,53.57,-,0,-,0,-,0,-,0,-,0,-,0,0,54,193.
2021.07,Netherlands,0.93,28,25.,24.,18.36,12.,65.38,28.,15.06,-,0,-,0,-,0,-,0,-,0,-10,89,118.
2019.08,Austria,0.95,24,15.,9.,87.9,11.,51.7,19.,65.1,-,0,-,0,9.,4.5,-,0,-,0,0,209,79.
2019.07,Italy,0.85,25,8.,1.,100.0,21.,41.89,10.,115.62,-,0,-,0,7.,32.84,11.,2.0,-,0,0,292,77.
2018.08,Germany,0.98,39,27.,25.,68.0,12.,55.27,31.,55.0,-,0,-,0,-,0,-,0,-,0,-10,168,72.
2018.08,Austria,0.97,19,17.,15.,77.0,7.,56.6,16.,99.0,-,0,-,0,-,0,-,0,-,0,-5,228,65.
2017.08,Austria,0.92,19,13.,7.,90.0,15.,37.0,13.,83.9,-,0,-,0,7.,8.8,-,0,-,0,-10,210,62.
2017.07,Italy,0.85,18,7.,14.,57.16,11.,43.09,4.,133.33,6.,46.8,5.,60.45,5.,94.85,8.,4.0,-,0,0,440,60.
2016.08,Germany,1.00,37,35.,33.,39.86,26.,45.02,12.,100.0,-,0,-,0,-,0,-,0,-,0,-70,115,61.
2016.08,Austria,0.99,18,17.,14.,44.8,15.,42.9,15.,81.9,-,0,-,0,12.,40.0,15.,8.0,-,0,0,218,55.
2015.09,Italy,0.85,20,9.,16.,48.36,4.,66.22,17.,62.25,8.,55.34,3.,26.93,6.,88.0,8.,17.0,2.,98.59,-70,393,52.
2015.08,Germany,0.98,39,33.,24.,57.79,24.,44.65,31.,65.0,-,0,-,0,-,0,-,0,-,0,-35,132,66.
2014.09,Italy,0.85,20,12.,15.,37.38,15.,37.5,15.,82.03,8.,52.35,12.,17.32,9.,55.03,11.,11.0,-,0,0,293,58.
2013.09,Italy,0.95,24,21.,23.,21.0,23.,15.6,18.,83.0,16.,6.2,14.,2.5,-,0,16.,1.0,-,0,0,129,67.
2012.09,Italy,0.85,17,17.,15.,-100.0,14.,53.13,17.,53.0,13.,1.54,12.,2.08,12.,6.15,9.,30.77,9.,10.58,-50,7,63.
