date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.08,East,0.92,33,22.,29.,57.03,19.,46.79,32.,61.5,9.,40.84,14.,31.02,-,0,-,0,-,0,-10,227,129.
2022.07,Austria,0.95,30,20.,15.,64.0,22.,41.0,14.,109.4,-,0,-,0,-,0,-,0,-,0,-10,204,145.
2022.07,Czech Republic,0.85,19,14.,14.,40.0,12.,55.0,11.,107.0,-,0,-,0,-,0,-,0,-,0,-15,187,175.
2021.07,United Kingdom,0.85,32,31.,-,0,29.,16.7,-,0,-,0,-,0,-,0,-,0,-,0,0,17,156.
2018.08,Germany,0.98,39,21.,8.,89.0,31.,37.61,15.,95.0,20.,7.68,20.,28.85,21.,16.2,-,0,-,0,-13,261,58.
2017.08,Germany,0.96,34,28.,33.,34.0,22.,49.53,20.,80.0,-,0,-,0,-,0,-,0,-,0,15,149,49.
2017.07,United Kingdom,0.85,62,10.,3.,82.4,21.,57.1,6.,126.0,-,0,-,0,-,0,10.,168.0,1.,100.0,0,534,33.
2016.08,Czech Republic,0.85,10,7.,1.,83.0,7.,56.0,6.,115.0,3.,48.45,8.,19.76,4.,58.77,-,0,3.,90.84,0,472,36.
2016.07,Italy,0.85,20,8.,1.,100.0,10.,53.57,9.,109.09,4.,43.19,6.,31.02,10.,7.5,11.,2.0,-,0,0,346,37.
2014.07,United Kingdom,0.98,90,15.,54.,44.5,33.,55.0,17.,113.0,13.,33.4,18.,24.8,27.,50.6,20.,73.4,6.,94.0,0,489,28.
2013.09,Italy,0.95,24,16.,5.,71.6,15.,46.9,15.,95.0,13.,36.8,14.,2.5,15.,7.5,14.,6.0,-,0,0,266,45.
2013.08,Germany,1.00,40,29.,10.,78.1,35.,34.1,28.,80.0,-,0,21.,3.5,21.,4.5,-,0,-,0,0,200,44.
