Rank,University,Lowest Place,#
1,Western University,1st,3
2,École de Technologie Superieure,1st,2
3,McGill University,1st,1
4,University of Alberta,1st,1
5,École Polytechnique de Montréal,1st,1
6,University of Toronto,2nd,3
7,University of Saskatchewan,2nd,2
8,Queen's University,2nd,1
9,Ryerson University,2nd,1
10,University of Manitoba,2nd,1
11,University of Ottawa,2nd,1
12,Université Laval,3rd,1
13,Carleton University,4th,1
14,University of Waterloo,4th,1
15,Université du Québec à Trois-Rivières,5th,1
16,University of Calgary,6th,1
17,McMaster University,8th,1
18,University of Victoria,9th,1
19,University of British Columbia - Vancouver,10th,1
20,Lakehead University,13th,1
21,Dalhousie University,14th,1
22,University of Ontario Institute of Technology,14th,1
23,Université de Sherbrooke,14th,1
24,University of Guelph,15th,1
25,Cégep du Vieux Montréal,18th,1
26,Concordia University,20th,1
27,University of Windsor,23rd,1
28,Université du Québec à Chicoutimi,23rd,1
29,University of Regina,31st,1
30,University of British Columbia - Okanagan,41st,1
31,Memorial University of Newfoundland,51st,1
32,University of New Brunswick,63rd,1
33,Fanshawe College,111th,1
34,École nationale d'aérotechnique,122nd,1
