Rank,University,Points
1,École de Technologie Superieure,24744
2,University of Toronto,18182
3,University of Waterloo,16061
4,Western University,15203
5,École Polytechnique de Montréal,14524
6,McGill University,11298
7,Carleton University,10819
8,Queen's University,9996
9,Université Laval,8912
10,University of Manitoba,8517
11,University of British Columbia - Vancouver,8488
12,University of Alberta,8114
13,Université du Québec à Trois-Rivières,8085
14,Ryerson University,7645
15,University of Victoria,7086
16,University of Calgary,6851
17,Université de Sherbrooke,6036
18,Concordia University,5338
19,University of Saskatchewan,5029
20,University of Guelph,4239
21,University of Windsor,4227
22,Université du Québec à Chicoutimi,3906
23,Lakehead University,3101
24,McMaster University,3076
25,Dalhousie University,2827
26,Cégep du Vieux Montréal,2175
27,University of Ontario Institute of Technology,1835
28,University of British Columbia - Okanagan,1481
29,University of Ottawa,1400
30,Memorial University of Newfoundland,663
31,University of Regina,353
32,École nationale d'aérotechnique,122
33,Fanshawe College,49
34,University of New Brunswick,6
