Rank,University,Points
1,École de Technologie Superieure,5365.0
2,University of Toronto,3625.0
3,University of Waterloo,3215.99
4,Western University,3014.7
5,École Polytechnique de Montréal,2725.0
6,Queen's University,2698.33
7,McGill University,2515.0
8,University of Manitoba,2101.0
9,Carleton University,2057.0
10,University of British Columbia - Vancouver,1959.0
11,University of Alberta,1829.0
12,Université du Québec à Trois-Rivières,1782.87
13,Université Laval,1703.0
14,Ryerson University,1567.5
15,University of Calgary,1538.0
16,University of Victoria,1443.0
17,Université de Sherbrooke,1404.0
18,Concordia University,1222.0
19,University of Saskatchewan,1140.0
20,University of Windsor,1075.0
21,Université du Québec à Chicoutimi,1070.0
22,McMaster University,977.58
23,University of Guelph,930.0
24,Dalhousie University,747.0
25,Lakehead University,710.0
26,Cégep du Vieux Montréal,572.0
27,University of Ontario Institute of Technology,481.0
28,University of British Columbia - Okanagan,310.0
29,Memorial University of Newfoundland,240.0
30,University of Ottawa,218.0
31,University of Regina,150.0
32,Fanshawe College,100.0
33,University of New Brunswick,40.0
34,École nationale d'aérotechnique,40.0
