Rank,University,Points
1,École de Technologie Superieure,41.95
2,University of Toronto,26.68
3,École Polytechnique de Montréal,25.62
4,Western University,24.83
5,Carleton University,23.02
6,University of Waterloo,22.44
7,McGill University,22.32
8,Université Laval,20.91
9,University of Ontario Institute of Technology,19.88
10,University of British Columbia - Vancouver,17.09
11,University of Calgary,14.62
12,University of Victoria,13.29
13,Queen's University,12.15
14,Cégep du Vieux Montréal,11.7
15,Ryerson University,11.24
16,Université du Québec à Trois-Rivières,11.15
17,University of Alberta,10.84
18,University of Windsor,10.51
19,Université du Québec à Chicoutimi,10.41
20,University of Guelph,10.06
21,Concordia University,9.03
22,University of Ottawa,8.76
23,University of Manitoba,8.63
24,University of Saskatchewan,7.8
25,Dalhousie University,7.63
26,Lakehead University,6.63
27,McMaster University,6.2
28,Université de Sherbrooke,6.04
29,University of British Columbia - Okanagan,4.68
30,Fanshawe College,0.0
31,Memorial University of Newfoundland,0.0
32,University of New Brunswick,0.0
33,University of Regina,0.0
34,École nationale d'aérotechnique,0.0
