Rank,University,Points
1,École de Technologie Superieure,2315.43
2,University of Toronto,2112.59
3,Western University,1897.43
4,Queen's University,1725.63
5,University of Waterloo,1590.19
6,École Polytechnique de Montréal,1550.16
7,University of Manitoba,1440.76
8,Carleton University,1387.36
9,Ryerson University,1374.03
10,University of Alberta,1291.24
11,McGill University,1289.63
12,University of British Columbia - Vancouver,1229.73
13,University of Calgary,1032.75
14,Université du Québec à Trois-Rivières,1013.71
15,Université Laval,941.02
16,University of Saskatchewan,918.54
17,University of Victoria,802.14
18,Université de Sherbrooke,796.61
19,Concordia University,691.09
20,Université du Québec à Chicoutimi,652.86
21,University of Guelph,639.19
22,McMaster University,601.86
23,University of Windsor,591.46
24,Dalhousie University,534.08
25,Lakehead University,460.1
26,University of Ontario Institute of Technology,333.28
27,Cégep du Vieux Montréal,298.97
28,University of Ottawa,237.79
29,University of British Columbia - Okanagan,190.2
30,Memorial University of Newfoundland,154.35
31,University of Regina,116.89
32,University of New Brunswick,29.6
33,École nationale d'aérotechnique,19.9
34,Fanshawe College,15.5
