Rank,University,Points
1,École de Technologie Superieure,618.6
2,University of Toronto,505.06
3,École Polytechnique de Montréal,484.13
4,University of Waterloo,472.38
5,Université Laval,469.05
6,Western University,447.15
7,McGill University,434.54
8,Carleton University,416.12
9,University of Victoria,372.95
10,University of British Columbia - Vancouver,353.67
11,Université du Québec à Trois-Rivières,351.52
12,University of Manitoba,327.58
13,University of Alberta,324.56
14,Queen's University,312.38
15,University of Calgary,311.41
16,University of Windsor,301.93
17,Université de Sherbrooke,301.8
18,Concordia University,296.56
19,Ryerson University,283.15
20,Cégep du Vieux Montréal,271.88
21,University of Guelph,264.94
22,University of Ontario Institute of Technology,262.14
23,Dalhousie University,257.0
24,University of Saskatchewan,251.45
25,University of British Columbia - Okanagan,246.83
26,Lakehead University,238.54
27,McMaster University,236.62
28,University of Ottawa,233.33
29,Université du Québec à Chicoutimi,217.0
30,Memorial University of Newfoundland,165.75
31,École nationale d'aérotechnique,122.0
32,University of Regina,117.67
33,Fanshawe College,49.0
34,University of New Brunswick,6.0
