Rank,University,Lowest Place,#
1,University of Toronto,1st,4
2,Concordia University,1st,2
3,University of Alberta,1st,2
4,Carleton University,1st,1
5,Ryerson University,1st,1
6,University of Calgary,1st,1
7,University of Manitoba,1st,1
8,Université du Québec à Chicoutimi,2nd,1
9,École de Technologie Superieure,2nd,1
10,University of British Columbia - Vancouver,3rd,2
11,University of Guelph,3rd,1
12,École Polytechnique de Montréal,4th,2
13,McGill University,4th,1
14,University of Saskatchewan,4th,1
15,University of Victoria,4th,1
16,Université Laval,4th,1
17,University of Windsor,5th,1
18,University of Ontario Institute of Technology,6th,2
19,Western University,7th,1
20,Université du Québec à Trois-Rivières,8th,1
21,Cégep du Vieux Montréal,9th,1
22,University of Waterloo,9th,1
23,McMaster University,12th,2
24,Queen's University,12th,1
25,University of Ottawa,13th,2
26,Université de Sherbrooke,14th,1
27,Dalhousie University,19th,1
28,Lakehead University,27th,1
29,University of British Columbia - Okanagan,45th,1
30,University of Regina,60th,1
31,University of New Brunswick,69th,1
32,Memorial University of Newfoundland,70th,1
33,École nationale d'aérotechnique,99th,1
34,Fanshawe College,121st,1
