Rank,University,Points
1,École de Technologie Superieure,2793.32
2,University of Toronto,2767.28
3,Western University,2121.27
4,University of Waterloo,2089.12
5,École Polytechnique de Montréal,1908.25
6,Queen's University,1885.82
7,University of Manitoba,1784.48
8,Carleton University,1768.22
9,University of Alberta,1719.97
10,McGill University,1648.05
11,Ryerson University,1607.02
12,University of British Columbia - Vancouver,1549.94
13,University of Calgary,1360.29
14,Université du Québec à Trois-Rivières,1340.34
15,University of Saskatchewan,1312.17
16,University of Victoria,1249.07
17,Université de Sherbrooke,1183.75
18,Université Laval,1113.53
19,University of Guelph,1075.48
20,Concordia University,1069.5
21,Université du Québec à Chicoutimi,1057.52
22,University of Windsor,914.54
23,Lakehead University,821.2
24,McMaster University,754.73
25,Dalhousie University,672.0
26,University of Ontario Institute of Technology,494.8
27,Cégep du Vieux Montréal,472.24
28,University of British Columbia - Okanagan,349.2
29,University of Ottawa,270.0
30,Memorial University of Newfoundland,236.36
31,University of Regina,86.12
32,École nationale d'aérotechnique,61.97
33,University of New Brunswick,-43.4
34,Fanshawe College,-100.0
