Rank,University,Points
1,École de Technologie Superieure,136.61
2,Université Laval,133.67
3,University of Toronto,117.78
4,École Polytechnique de Montréal,107.66
5,University of Waterloo,96.5
6,Western University,93.73
7,McGill University,89.94
8,Carleton University,80.1
9,Université du Québec à Trois-Rivières,76.33
10,University of Victoria,64.29
11,University of Alberta,51.41
12,Concordia University,50.64
13,Université de Sherbrooke,44.78
14,University of Windsor,41.96
15,University of Manitoba,41.83
16,Ryerson University,39.23
17,University of British Columbia - Vancouver,38.4
18,Lakehead University,34.98
19,Queen's University,32.99
20,University of Ottawa,32.07
21,University of Calgary,27.8
22,Dalhousie University,26.55
23,Cégep du Vieux Montréal,24.26
24,McMaster University,22.79
25,University of Guelph,21.08
26,Université du Québec à Chicoutimi,14.96
27,University of British Columbia - Okanagan,13.83
28,University of Saskatchewan,13.18
29,University of Ontario Institute of Technology,2.14
30,Fanshawe College,0.0
31,Memorial University of Newfoundland,0.0
32,University of New Brunswick,0.0
33,University of Regina,0.0
34,École nationale d'aérotechnique,0.0
